lead_id,seller_id,company_name,seller_category,service_name,seller_health_score,match_score
L118540,64000824,"Thaker, Kuruvilla and Dash",Machinery,IM IL,89,79
L118541,64000174,"Sridhar, Ratta and Saini",Furniture,Trustseal Pro,83,97
L118542,64000042,Krishna Ltd,Electronics,IM Star Pro,66,91
L118543,64000447,Babu-Varty,Garments,IM Star Pro,41,87
L118544,64000954,"Bava, Tandon and Baria",Electronics,Mini Dynamic Catalog (Monthly),83,89
L118545,64000508,Boase Group,Garments,Free,82,76
L118546,64000449,Rajan-Sahota,Garments,IM Leader Pro,55,99
L118547,64000327,"Sankar, Raj and Lalla",Agriculture,Free,83,82
L118548,64000525,"Sharma, Gole and Choudhry",Machinery,Trustseal Pro,90,74
L118549,64000925,"Chana, Char and Suri",Machinery,IM Leader Pro,87,95
L118550,64000746,Sarraf-Butala,Garments,Trustseal Pro,96,96
L118551,64000855,Tara Ltd,Garments,Mini Dynamic Catalog (Annual),23,89
L118552,64000151,Dasgupta-Bose,Electronics,Mini Dynamic Catalog (Annual),47,89
L118553,64000400,Gill-Yadav,Leather,IM IL,83,78
L118554,64000391,Chaudhari Group,Leather,Maximiser Pro,30,94
L118555,64000942,Rana-Loyal,Leather,Mini Dynamic Catalog (Monthly),73,75
L118556,64000783,Venkatesh-Tata,Furniture,IM IL,27,84
L118557,64000581,Dua-Ramachandran,Agriculture,Free,90,90
L118558,64000414,"Kari, Sandhu and Chokshi",Chemicals,Trustseal Pro,25,85
L118559,64000443,Ravel-Chopra,Furniture,Mini Dynamic Catalog (Monthly),40,77
L118560,64000389,Doshi and Sons,Agriculture,Trustseal Pro,53,72
L118561,64000694,Vala-Dutt,Chemicals,Free,27,88
L118562,64000735,Shah Inc,Packaging,Trustseal Pro,88,78
L118563,64000735,Shah Inc,Packaging,Trustseal Pro,88,92
L118564,64000199,"Arya, Deshpande and Goswami",Packaging,Trustseal Pro,69,96
L118565,64000798,Sarraf Group,Leather,Free,86,90
L118566,64000979,Sarraf-Din,Machinery,IM Star Pro,90,76
L118567,64000236,Bal-Khosla,Packaging,IM Star Pro,60,73
L118568,64000983,Tank and Sons,Chemicals,IM Star Pro,42,99
L118569,64000002,"Kamdar, Majumdar and Dutta",Electronics,Mini Dynamic Catalog (Annual),37,74
L118570,64000607,"Edwin, Viswanathan and Krishnan",Chemicals,Mini Dynamic Catalog (Monthly),24,89
L118571,64000689,Gokhale and Sons,Machinery,Free,75,99
L118572,64000292,D’Alia LLC,Packaging,Free,77,72
L118573,64000862,"Suresh, Chakraborty and Kapadia",Furniture,Maximiser Pro,56,74
L118574,64000867,"Bandi, Apte and Deol",Electronics,IM Star Pro,36,87
L118575,64000693,"Walla, Devi and Saxena",Leather,Trustseal Pro,71,97
L118576,64000117,"Hari, Bhardwaj and Sodhi",Machinery,Free,45,80
L118577,64000333,"Shankar, Krishna and Master",Chemicals,Mini Dynamic Catalog (Monthly),64,78
L118578,64000167,Shah Inc,Electronics,Trustseal Pro,85,70
L118579,64000850,"Tata, Sidhu and Bal",Chemicals,IM Star Pro,25,71
L118580,64000238,Sha-Jha,Garments,Mini Dynamic Catalog (Annual),95,91
L118581,64000630,Mand-Suresh,Chemicals,IM IL,41,73
L118582,64000403,"Sharaf, Loyal and Ganesh",Furniture,Free,75,93
L118583,64000330,"Varty, Virk and Desai",Garments,IM Star Pro,45,84
L118584,64000278,Bora-Ramakrishnan,Electronics,Maximiser Pro,69,72
L118585,64000649,Dhillon and Sons,Electronics,Free,90,84
L118586,64000134,Kalita PLC,Agriculture,Mini Dynamic Catalog (Annual),94,97
L118587,64000351,"Jain, Saran and Krishnamurthy",Leather,Trustseal Pro,30,77
L118588,64000044,"Tank, Date and Kalla",Garments,Maximiser Pro,87,94
L118589,64000193,"Hayer, Bora and Wason",Furniture,IM IL,91,85
L118590,64000229,Kari LLC,Electronics,Mini Dynamic Catalog (Annual),86,98
L118591,64000381,"Kadakia, Malhotra and Ramaswamy",Machinery,Free,83,95
L118592,64000936,Gulati Group,Garments,IM Leader Pro,43,90
L118593,64000327,"Sankar, Raj and Lalla",Agriculture,Free,83,96
L118594,64000612,"Shere, Sankaran and Raju",Electronics,Trustseal Pro,40,75
L118595,64000757,"Kade, Bora and Babu",Machinery,Mini Dynamic Catalog (Monthly),34,76
L118596,64000034,Krish-Sodhi,Leather,Free,68,74
L118597,64000433,"Halder, Arora and Batta",Machinery,IM Leader Pro,82,72
L118598,64000152,"Bir, Swaminathan and Chakraborty",Furniture,IM Leader Pro,40,98
L118599,64000068,"Bora, Wali and Bose",Chemicals,IM IL,43,72
L118600,64000594,Ramaswamy Group,Electronics,Free,66,88
L118601,64000182,"Goda, Kara and Saha",Agriculture,Free,32,96
L118602,64000142,Halder-Agate,Electronics,Maximiser Pro,55,73
L118603,64000915,Borra-Brahmbhatt,Packaging,Maximiser Pro,40,77
L118604,64000225,"Raj, Taneja and Jaggi",Chemicals,IM Leader Pro,48,76
L118605,64000316,"Verma, Sibal and Rao",Chemicals,IM IL,40,99
L118606,64000937,Sethi Group,Electronics,Maximiser Pro,62,74
L118607,64000759,"Sen, Golla and Madan",Electronics,IM Star Pro,83,92
L118608,64000666,Sankaran and Sons,Chemicals,IM Leader Pro,82,85
L118609,64000237,Din LLC,Agriculture,Mini Dynamic Catalog (Annual),18,83
L118610,64000758,Gour-Kamdar,Agriculture,Maximiser Pro,70,96
L118611,64000613,Shankar Inc,Electronics,IM Leader Pro,52,93
L118612,64000894,Bera LLC,Packaging,IM IL,18,86
L118613,64000539,Sheth Inc,Agriculture,Maximiser Pro,82,76
L118614,64000027,Sharaf Inc,Electronics,IM Leader Pro,44,85
L118615,64000396,Ben PLC,Chemicals,Trustseal Pro,72,87
L118616,64000653,"Tailor, Garde and Rao",Agriculture,IM Star Pro,25,92
L118617,64000411,Batta Group,Furniture,Mini Dynamic Catalog (Annual),59,85
L118618,64000226,Sagar-Sarna,Machinery,Maximiser Pro,25,90
L118619,64000736,Gill LLC,Electronics,Mini Dynamic Catalog (Annual),87,96
L118620,64000819,Chandran-Goyal,Leather,Free,86,99
L118621,64000861,Gulati-Raju,Packaging,Mini Dynamic Catalog (Monthly),91,93
L118622,64000021,"Walla, Wagle and Sarraf",Chemicals,Maximiser Pro,28,82
L118623,64000419,Bala-Mandal,Machinery,Trustseal Pro,26,82
L118624,64000586,"Srinivas, Dave and Contractor",Garments,Mini Dynamic Catalog (Annual),25,80
L118625,64000556,Soman Group,Packaging,IM IL,84,73
L118626,64000572,"Ramesh, Yadav and Bajwa",Furniture,Maximiser Pro,36,82
L118627,64000015,"Kothari, Bail and Bhatti",Leather,IM Leader Pro,66,87
L118628,64000841,"Chopra, Ranganathan and Chacko",Furniture,Maximiser Pro,50,85
L118629,64000291,Kunda Inc,Agriculture,Mini Dynamic Catalog (Monthly),71,78
L118630,64000272,Dugal Ltd,Chemicals,Mini Dynamic Catalog (Annual),85,71
L118631,64000326,"Gola, Shan and Keer",Furniture,Trustseal Pro,96,90
L118632,64000608,Borde-Brahmbhatt,Machinery,Mini Dynamic Catalog (Monthly),26,90
L118633,64000960,Chhabra PLC,Electronics,Mini Dynamic Catalog (Annual),85,71
L118634,64000436,Kari Ltd,Electronics,Mini Dynamic Catalog (Monthly),18,87
L118635,64000188,Raju-Goswami,Electronics,Maximiser Pro,26,79
L118636,64000148,De-Mani,Chemicals,Free,93,87
L118637,64000403,"Sharaf, Loyal and Ganesh",Furniture,Free,75,80
L118638,64000557,Sabharwal-Kothari,Leather,IM Star Pro,19,88
L118639,64000595,"Randhawa, Ramachandran and Samra",Machinery,Trustseal Pro,74,92
L118640,64000570,"Verma, Dutt and Chander",Electronics,Free,85,71
L118641,64000315,Barad-Bhalla,Machinery,IM IL,21,89
L118642,64000110,"Rau, Bala and Sachar",Agriculture,IM Star Pro,64,86
L118643,64000193,"Hayer, Bora and Wason",Furniture,IM IL,91,90
L118644,64000842,Kuruvilla-Gara,Electronics,IM Leader Pro,20,77
L118645,64000988,"Sahota, Dewan and Bassi",Electronics,Mini Dynamic Catalog (Annual),91,90
L118646,64000285,Das Group,Leather,IM Star Pro,78,76
L118647,64000750,"Agrawal, Toor and Sridhar",Electronics,Free,81,82
L118648,64000953,"Kale, Saha and Dhillon",Chemicals,IM Star Pro,36,84
L118649,64000664,Bains-Yohannan,Furniture,Mini Dynamic Catalog (Monthly),16,70
L118650,64000960,Chhabra PLC,Electronics,Mini Dynamic Catalog (Annual),85,78
L118651,64000250,"Chana, Aggarwal and Ray",Chemicals,Mini Dynamic Catalog (Monthly),92,84
L118652,64000147,Sundaram-Joshi,Machinery,Free,23,85
L118653,64000362,"Dara, Bhat and Ganesh",Packaging,Mini Dynamic Catalog (Annual),46,86
L118654,64000822,Saran and Sons,Furniture,Trustseal Pro,30,85
L118655,64000331,Deo Inc,Packaging,Maximiser Pro,84,73
L118656,64000409,"Rajagopalan, Kale and Sachar",Furniture,Mini Dynamic Catalog (Annual),51,99
L118657,64000660,Sridhar and Sons,Packaging,Trustseal Pro,36,91
L118658,64000884,"Golla, Krishna and Soni",Chemicals,IM IL,50,87
L118659,64000061,Tak-Srinivasan,Leather,Maximiser Pro,84,74
L118660,64000699,Saini Ltd,Garments,Maximiser Pro,53,81
L118661,64000393,Bora-Contractor,Electronics,IM Star Pro,48,96
L118662,64000693,"Walla, Devi and Saxena",Leather,Trustseal Pro,71,70
L118663,64000355,"Rajagopalan, Buch and Rao",Packaging,IM IL,54,75
L118664,64000485,"Bhargava, Hari and Toor",Chemicals,Trustseal Pro,24,87
L118665,64000565,Bedi-Bhasin,Agriculture,Free,85,98
L118666,64000604,Dua-Kohli,Electronics,Trustseal Pro,92,75
L118667,64000900,Tailor-Kibe,Machinery,IM Star Pro,87,81
L118668,64000738,Biswas Inc,Machinery,IM IL,92,82
L118669,64000933,Gaba Inc,Leather,Free,91,73
L118670,64000327,"Sankar, Raj and Lalla",Agriculture,Free,83,96
L118671,64000890,Baria-Agrawal,Machinery,IM IL,41,83
L118672,64000993,Kanda Ltd,Leather,IM IL,82,89
L118673,64000480,"Dugal, Krishnamurthy and Gole",Furniture,Mini Dynamic Catalog (Annual),21,78
L118674,64000106,Sachdeva Ltd,Furniture,IM Leader Pro,21,70
L118675,64000679,Sehgal-Kala,Electronics,Mini Dynamic Catalog (Monthly),87,80
L118676,64000387,"Guha, Garde and Ratta",Furniture,IM Star Pro,27,95
L118677,64000021,"Walla, Wagle and Sarraf",Chemicals,Maximiser Pro,28,86
L118678,64000091,Kala Group,Packaging,IM Star Pro,68,78
L118679,64000906,"Kata, Gupta and Chadha",Agriculture,IM Star Pro,68,73
L118680,64000044,"Tank, Date and Kalla",Garments,Maximiser Pro,87,86
L118681,64000702,Ahuja-Mallick,Chemicals,Free,47,76
L118682,64000420,Kala-Kala,Garments,Trustseal Pro,24,72
L118683,64000110,"Rau, Bala and Sachar",Agriculture,IM Star Pro,64,78
L118684,64000642,Gill Inc,Packaging,Free,87,88
L118685,64000341,"Wagle, Bakshi and Arora",Leather,Free,87,73
L118686,64000381,"Kadakia, Malhotra and Ramaswamy",Machinery,Free,83,93
L118687,64000111,Khalsa-Lata,Agriculture,Free,68,74
L118688,64000566,Sandhu-Comar,Garments,Mini Dynamic Catalog (Monthly),30,80
L118689,64000691,Konda-Hayer,Furniture,IM Star Pro,50,81
L118690,64000575,"Sabharwal, Varghese and Sen",Chemicals,IM Star Pro,90,76
L118691,64000134,Kalita PLC,Agriculture,Mini Dynamic Catalog (Annual),94,82
L118692,64000794,Kurian-Dada,Leather,IM Star Pro,85,74
L118693,64000634,"Ganesan, Goswami and Bala",Chemicals,IM IL,74,79
L118694,64000660,Sridhar and Sons,Packaging,Trustseal Pro,36,81
L118695,64000274,Sami-Rao,Furniture,Maximiser Pro,50,76
L118696,64000596,Dara LLC,Garments,Free,82,79
L118697,64000443,Ravel-Chopra,Furniture,Mini Dynamic Catalog (Monthly),40,72
L118698,64000485,"Bhargava, Hari and Toor",Chemicals,Trustseal Pro,24,81
L118699,64000200,Chaudhary-Sama,Garments,Mini Dynamic Catalog (Monthly),62,73
L118700,64000152,"Bir, Swaminathan and Chakraborty",Furniture,IM Leader Pro,40,82
L118701,64000031,Desai-Jha,Leather,Free,80,82
L118702,64000320,Magar and Sons,Packaging,Mini Dynamic Catalog (Annual),40,88
L118703,64000546,Khalsa-Iyengar,Packaging,IM IL,88,74
L118704,64000035,"De, Kapadia and Hari",Chemicals,IM Star Pro,43,93
L118705,64000234,"Deo, Kibe and Khanna",Agriculture,IM Star Pro,56,94
L118706,64000743,Dhawan-Golla,Leather,IM IL,66,97
L118707,64000720,"Singh, Ratta and Rau",Leather,Mini Dynamic Catalog (Monthly),97,82
L118708,64000870,Lal-Vala,Packaging,IM Star Pro,21,78
L118709,64000112,"Warrior, Ahluwalia and Amble",Furniture,IM Leader Pro,22,76
L118710,64000185,Bala-Golla,Machinery,Mini Dynamic Catalog (Annual),62,96
L118711,64000899,Deep-Borah,Chemicals,IM IL,92,84
L118712,64000658,Choudhary and Sons,Leather,Free,73,80
L118713,64000347,"Barman, Varty and Bahl",Agriculture,Mini Dynamic Catalog (Annual),98,79
L118714,64000633,Banerjee-Tiwari,Agriculture,Free,15,81
L118715,64000798,Sarraf Group,Leather,Free,86,85
L118716,64000763,Savant PLC,Packaging,Maximiser Pro,42,71
L118717,64000941,Ramesh-Thaker,Packaging,Free,26,76
L118718,64000209,"Yadav, Som and Shetty",Garments,Free,35,79
L118719,64000044,"Tank, Date and Kalla",Garments,Maximiser Pro,87,75
L118720,64000845,Kuruvilla Inc,Agriculture,Free,88,79
L118721,64000618,"Chaudhuri, Bhandari and Mammen",Leather,Free,70,81
L118722,64000471,Suri-Vasa,Electronics,Maximiser Pro,72,75
L118723,64000258,"Bhatt, Chawla and Chauhan",Leather,Free,45,73
L118724,64000244,Kant-Sangha,Agriculture,Maximiser Pro,82,77
L118725,64000628,Sahota Group,Agriculture,Free,83,97
L118726,64000010,Chawla Ltd,Agriculture,Free,74,70
L118727,64000175,Vora-Wason,Furniture,Free,90,83
L118728,64000047,Bawa Ltd,Machinery,IM IL,85,83
L118729,64000365,"Saini, Chauhan and Ghosh",Leather,IM Star Pro,47,84
L118730,64000370,"Ratti, Upadhyay and Bahri",Furniture,IM Star Pro,86,99
L118731,64000341,"Wagle, Bakshi and Arora",Leather,Free,87,77
L118732,64000055,"Sathe, Goda and Kade",Electronics,Free,85,93
L118733,64000801,Samra-Wagle,Packaging,Mini Dynamic Catalog (Annual),91,71
L118734,64000223,Lanka-Soman,Leather,IM Star Pro,33,71
L118735,64000785,Sachdeva Inc,Electronics,Free,18,87
L118736,64000443,Ravel-Chopra,Furniture,Mini Dynamic Catalog (Monthly),40,73
L118737,64000162,Golla-Sridhar,Leather,Maximiser Pro,86,91
L118738,64000346,Konda Group,Chemicals,Mini Dynamic Catalog (Annual),27,73
L118739,64000313,Cherian and Sons,Leather,Trustseal Pro,39,97
L118740,64000755,Shankar Ltd,Packaging,IM Leader Pro,91,96
L118741,64000545,"Kota, Babu and Srinivas",Furniture,IM IL,25,83
L118742,64000977,Dugal-Swamy,Packaging,Free,76,70
L118743,64000864,Sama-Garde,Chemicals,Maximiser Pro,60,79
L118744,64000712,"Sachdeva, Tara and Devan",Garments,Free,89,94
L118745,64000973,"Khare, Gola and Bhatnagar",Packaging,Free,25,83
L118746,64000971,"Sengupta, Kamdar and Brar",Agriculture,IM IL,45,95
L118747,64000111,Khalsa-Lata,Agriculture,Free,68,86
L118748,64000559,"Sandal, Kapoor and Toor",Packaging,Mini Dynamic Catalog (Monthly),39,85
L118749,64000044,"Tank, Date and Kalla",Garments,Maximiser Pro,87,93
L118750,64000483,De Inc,Leather,IM IL,42,97
L118751,64000164,"Mammen, Kar and Subramanian",Garments,Maximiser Pro,84,80
L118752,64000883,Swaminathan PLC,Chemicals,Mini Dynamic Catalog (Monthly),83,79
L118753,64000668,Dixit-Garg,Chemicals,IM Leader Pro,94,84
L118754,64000308,"Swaminathan, Comar and Bhalla",Agriculture,IM IL,24,82
L118755,64000912,Agate LLC,Furniture,Maximiser Pro,32,70
L118756,64000388,Yadav PLC,Garments,Free,73,70
L118757,64000946,Chanda Inc,Furniture,Mini Dynamic Catalog (Annual),81,83
L118758,64000740,"Lall, Sibal and Agarwal",Machinery,IM Leader Pro,36,76
L118759,64000875,Bhardwaj-Chad,Electronics,Mini Dynamic Catalog (Annual),65,75
L118760,64000147,Sundaram-Joshi,Machinery,Free,23,93
L118761,64000346,Konda Group,Chemicals,Mini Dynamic Catalog (Annual),27,86
L118762,64000171,"Rajagopalan, Krishnan and Dixit",Furniture,Free,69,75
L118763,64000800,Sawhney-Chacko,Agriculture,Free,50,82
L118764,64000322,Goyal Ltd,Chemicals,IM Leader Pro,79,70
L118765,64000755,Shankar Ltd,Packaging,IM Leader Pro,91,95
L118766,64000810,Dora-Ghosh,Furniture,Trustseal Pro,34,83
L118767,64000374,Lad LLC,Furniture,Mini Dynamic Catalog (Monthly),48,93
L118768,64000737,"Chokshi, Gill and Bhardwaj",Electronics,Mini Dynamic Catalog (Annual),85,99
L118769,64000980,"Sundaram, Khalsa and Khare",Garments,IM Star Pro,58,97
L118770,64000152,"Bir, Swaminathan and Chakraborty",Furniture,IM Leader Pro,40,71
L118771,64000934,Raju LLC,Leather,Mini Dynamic Catalog (Annual),45,82
L118772,64000902,Hegde-Sachar,Chemicals,Mini Dynamic Catalog (Monthly),81,96
L118773,64000981,Sunder Inc,Agriculture,IM Leader Pro,25,87
L118774,64000678,Thakkar and Sons,Packaging,Free,27,81
L118775,64000134,Kalita PLC,Agriculture,Mini Dynamic Catalog (Annual),94,96
L118776,64000194,"Uppal, Ganesan and Bassi",Machinery,Free,73,70
L118777,64000809,"Lad, Dara and Randhawa",Leather,Free,76,89
L118778,64000614,Sami Group,Packaging,IM Star Pro,40,80
L118779,64000149,"Kanda, Ganesh and Bansal",Furniture,IM Star Pro,72,92
L118780,64000964,Salvi PLC,Agriculture,Mini Dynamic Catalog (Annual),96,73
L118781,64000423,"Grover, Som and Bala",Chemicals,Free,34,78
L118782,64000446,Bansal-Sule,Leather,Maximiser Pro,47,70
L118783,64000173,Ramanathan Ltd,Machinery,Maximiser Pro,89,85
L118784,64000539,Sheth Inc,Agriculture,Maximiser Pro,82,87
L118785,64000622,"Virk, Dara and Seth",Packaging,IM IL,87,95
L118786,64000764,"Bhasin, Madan and Raval",Garments,Trustseal Pro,50,81
L118787,64000193,"Hayer, Bora and Wason",Furniture,IM IL,91,92
L118788,64000241,Bail-Sarna,Leather,Free,77,87
L118789,64000542,Dua-Kari,Electronics,Free,90,91
L118790,64000466,"Sinha, Chahal and Ram",Electronics,Trustseal Pro,85,83
L118791,64000913,Srivastava Inc,Agriculture,Maximiser Pro,63,88
L118792,64000918,"Magar, Samra and Ranganathan",Leather,IM IL,82,93
L118793,64000127,Tiwari Inc,Leather,Free,93,93
L118794,64000130,Shan-Contractor,Packaging,Mini Dynamic Catalog (Monthly),93,94
L118795,64000876,"Mannan, Jha and Majumdar",Agriculture,Mini Dynamic Catalog (Annual),86,78
L118796,64000475,Subramanian LLC,Chemicals,Mini Dynamic Catalog (Monthly),32,77
L118797,64000295,Deol-Swaminathan,Leather,Trustseal Pro,51,98
L118798,64000366,Khalsa-Sibal,Garments,Mini Dynamic Catalog (Monthly),89,85
L118799,64000550,Goyal and Sons,Electronics,Maximiser Pro,33,95
L118800,64000190,Kulkarni-Chaudhary,Agriculture,IM Star Pro,32,92
L118801,64000890,Baria-Agrawal,Machinery,IM IL,41,70
L118802,64000602,"Reddy, Banerjee and Ghosh",Garments,Mini Dynamic Catalog (Monthly),39,79
L118803,64000213,Chaudhary Group,Agriculture,Trustseal Pro,88,94
L118804,64000378,Kalita LLC,Machinery,IM Leader Pro,94,87
L118805,64000786,"Gala, Kothari and Dave",Garments,Maximiser Pro,53,70
L118806,64000274,Sami-Rao,Furniture,Maximiser Pro,50,99
L118807,64000554,"Sahota, Brahmbhatt and Chhabra",Chemicals,Mini Dynamic Catalog (Monthly),26,88
L118808,64000831,"Malhotra, Seth and Varty",Packaging,Mini Dynamic Catalog (Monthly),43,96
L118809,64000573,Sampath-Sethi,Furniture,Free,62,80
L118810,64000215,Kumar-Chadha,Packaging,IM Leader Pro,91,84
L118811,64000762,"Tak, Bhattacharyya and Bali",Machinery,Maximiser Pro,43,75
L118812,64000275,"Sekhon, Wable and Kaur",Machinery,Free,76,76
L118813,64000250,"Chana, Aggarwal and Ray",Chemicals,Mini Dynamic Catalog (Monthly),92,95
L118814,64000824,"Thaker, Kuruvilla and Dash",Machinery,IM IL,89,79
L118815,64000210,Dara Ltd,Garments,Free,52,95
L118816,64000797,Bhatt-Khosla,Garments,Mini Dynamic Catalog (Annual),39,87
L118817,64000013,Kashyap Inc,Electronics,IM Star Pro,21,91
L118818,64000346,Konda Group,Chemicals,Mini Dynamic Catalog (Annual),27,71
L118819,64000574,"Banik, Behl and Sami",Agriculture,IM IL,20,70
L118820,64000619,Goel-Balakrishnan,Packaging,Free,78,94
L118821,64000740,"Lall, Sibal and Agarwal",Machinery,IM Leader Pro,36,96
L118822,64000772,Krishnamurthy and Sons,Furniture,Free,92,99
L118823,64000395,Saraf-Badal,Packaging,Trustseal Pro,42,73
L118824,64000552,Trivedi and Sons,Agriculture,Mini Dynamic Catalog (Annual),85,83
L118825,64000472,Mangat and Sons,Chemicals,Trustseal Pro,95,79
L118826,64000380,Basu and Sons,Machinery,Maximiser Pro,84,85
L118827,64000598,Jaggi-Sidhu,Leather,Free,31,89
L118828,64000940,Keer Inc,Leather,IM Star Pro,23,80
L118829,64000113,Guha-Sarraf,Furniture,IM IL,40,98
L118830,64000652,Bains LLC,Chemicals,Mini Dynamic Catalog (Annual),50,74
L118831,64000006,"Batta, Mangal and Thaman",Garments,Free,71,88
L118832,64000771,"Khosla, Sarkar and Uppal",Garments,IM IL,30,78
L118833,64000927,"Konda, Sankar and Gara",Furniture,Trustseal Pro,58,89
L118834,64000774,"Kapur, Bajwa and Virk",Machinery,IM Star Pro,35,96
L118835,64000687,Kale Group,Machinery,Maximiser Pro,37,89
L118836,64000984,"Venkataraman, Toor and Sood",Electronics,IM Star Pro,78,72
L118837,64000707,"Sodhi, Kamdar and Hans",Leather,Trustseal Pro,69,82
L118838,64000186,"Chauhan, Babu and Jayaraman",Furniture,Free,80,98
L118839,64000682,Kulkarni-Karpe,Electronics,Trustseal Pro,57,75
L118840,64000564,"Chopra, Balakrishnan and Atwal",Furniture,IM Leader Pro,87,98
L118841,64000854,Wadhwa and Sons,Chemicals,Trustseal Pro,53,95
L118842,64000284,"Kari, Bains and Sen",Furniture,IM IL,48,93
L118843,64000235,"Chand, Sunder and Roy",Machinery,Mini Dynamic Catalog (Monthly),33,99
L118844,64000347,"Barman, Varty and Bahl",Agriculture,Mini Dynamic Catalog (Annual),98,72
L118845,64000963,Zacharia LLC,Chemicals,Trustseal Pro,31,84
L118846,64000912,Agate LLC,Furniture,Maximiser Pro,32,85
L118847,64000429,"Saraf, Butala and Jayaraman",Agriculture,IM IL,84,98
L118848,64000325,Banerjee-Wali,Furniture,IM Star Pro,64,75
L118849,64000154,Kumer Group,Electronics,Free,41,73
L118850,64000890,Baria-Agrawal,Machinery,IM IL,41,78
L118851,64000374,Lad LLC,Furniture,Mini Dynamic Catalog (Monthly),48,87
L118852,64000692,Dara PLC,Leather,Free,79,94
L118853,64000428,"Roy, Kunda and Hegde",Machinery,Free,81,81
L118854,64000513,Das Ltd,Leather,Trustseal Pro,42,74
L118855,64000617,Kurian-Saran,Furniture,IM Leader Pro,17,93
L118856,64000438,Ganesh-Kadakia,Leather,IM Leader Pro,52,78
L118857,64000639,Vig-Ravel,Leather,Mini Dynamic Catalog (Annual),48,89
L118858,64000748,"Mani, Khalsa and Chahal",Agriculture,Mini Dynamic Catalog (Annual),20,81
L118859,64000903,Ramanathan-Banik,Agriculture,IM Star Pro,63,86
L118860,64000641,"Karan, Iyengar and Toor",Agriculture,IM Leader Pro,42,76
L118861,64000965,"Dey, Guha and Arya",Agriculture,Mini Dynamic Catalog (Monthly),53,91
L118862,64000690,Bahl Ltd,Furniture,Trustseal Pro,49,94
L118863,64000203,"Verma, Srivastava and Singhal",Packaging,Mini Dynamic Catalog (Annual),75,94
L118864,64000891,"Bhatia, Kota and Kade",Garments,Free,45,72
L118865,64000937,Sethi Group,Electronics,Maximiser Pro,62,77
L118866,64000471,Suri-Vasa,Electronics,Maximiser Pro,72,70
L118867,64000998,Deshpande-Raja,Machinery,Mini Dynamic Catalog (Monthly),82,95
L118868,64000752,"Cheema, Goyal and Dutt",Garments,IM IL,19,75
L118869,64000938,Gulati and Sons,Electronics,IM Leader Pro,88,72
L118870,64000284,"Kari, Bains and Sen",Furniture,IM IL,48,70
L118871,64000705,"Bir, Anand and Johal",Electronics,Trustseal Pro,83,91
L118872,64000682,Kulkarni-Karpe,Electronics,Trustseal Pro,57,97
L118873,64000448,Badal-Vala,Furniture,Mini Dynamic Catalog (Monthly),30,95
L118874,64000132,Chawla Group,Agriculture,Free,83,90
L118875,64000768,Balasubramanian Ltd,Machinery,Free,80,91
L118876,64000855,Tara Ltd,Garments,Mini Dynamic Catalog (Annual),23,91
L118877,64000942,Rana-Loyal,Leather,Mini Dynamic Catalog (Monthly),73,78
L118878,64000130,Shan-Contractor,Packaging,Mini Dynamic Catalog (Monthly),93,95
L118879,64000454,"Randhawa, Sampath and Iyer",Chemicals,Free,30,75
L118880,64000020,"Sethi, Subramaniam and Divan",Packaging,IM Leader Pro,66,82
L118881,64000048,Madan and Sons,Machinery,Trustseal Pro,88,95
L118882,64000001,"Reddy, Lanka and Dara",Machinery,IM Star Pro,23,76
L118883,64000566,Sandhu-Comar,Garments,Mini Dynamic Catalog (Monthly),30,81
L118884,64000993,Kanda Ltd,Leather,IM IL,82,91
L118885,64000586,"Srinivas, Dave and Contractor",Garments,Mini Dynamic Catalog (Annual),25,96
L118886,64000613,Shankar Inc,Electronics,IM Leader Pro,52,95
L118887,64000493,Shanker Inc,Agriculture,IM IL,31,81
L118888,64000677,Lanka-Chhabra,Agriculture,Maximiser Pro,83,73
L118889,64000604,Dua-Kohli,Electronics,Trustseal Pro,92,94
L118890,64000601,Tiwari-Arora,Furniture,Mini Dynamic Catalog (Monthly),80,97
L118891,64000905,Lala Inc,Machinery,IM IL,81,70
L118892,64000045,"Vyas, Dugal and Guha",Electronics,Free,29,99
L118893,64000768,Balasubramanian Ltd,Machinery,Free,80,75
L118894,64000862,"Suresh, Chakraborty and Kapadia",Furniture,Maximiser Pro,56,88
L118895,64000928,Chander and Sons,Furniture,Mini Dynamic Catalog (Annual),69,75
L118896,64000788,Chakraborty Group,Furniture,IM IL,16,77
L118897,64000701,Vig-Dash,Packaging,Mini Dynamic Catalog (Annual),37,98
L118898,64000015,"Kothari, Bail and Bhatti",Leather,IM Leader Pro,66,98
L118899,64000294,Konda and Sons,Chemicals,IM IL,95,80
L118900,64000859,Rege-Loyal,Leather,IM Star Pro,91,97
L118901,64000687,Kale Group,Machinery,Maximiser Pro,37,81
L118902,64000491,Gaba and Sons,Machinery,IM IL,27,86
L118903,64000273,Mani Inc,Packaging,IM Leader Pro,87,76
L118904,64000762,"Tak, Bhattacharyya and Bali",Machinery,Maximiser Pro,43,75
L118905,64000904,Dey-D’Alia,Packaging,IM Leader Pro,86,74
L118906,64000850,"Tata, Sidhu and Bal",Chemicals,IM Star Pro,25,78
L118907,64000455,"Lal, Rajan and Walia",Packaging,IM Leader Pro,66,79
L118908,64000911,Dar-Sawhney,Furniture,Mini Dynamic Catalog (Annual),16,87
L118909,64000732,Ramakrishnan LLC,Agriculture,Trustseal Pro,39,79
