lead_id,timestamp,buyer_city,buyer_state,product_name,category,subcategory,quantity,order_value_rs,buyer_type,intent_score,lead_quality,urgency,budget_range,requirement_type,buyer_engagement_score,gst_verified,preferred_contact,lead_source
L113624,2026-04-28 6:09:46,Mumbai,Gujarat,Wireless CCTV Camera,Electronics,Fiber Optic Cable,421,132101,Distributor,80,Warm,Within Week,Rs. 127101 - 132101,Bulk Purchase,20,No,WhatsApp,Recommendation
L113625,2026-05-02 16:09:46,Gurugram,Maharashtra,Modular Workstation Table,Furniture,Office Chair,111,28042,Manufacturer,64,Cold,Within Week,Rs. 23042 - 28042,Reselling,58,Yes,Call,ASTBuy
L113626,2026-05-01 18:09:46,Mumbai,Goa,Hybrid Seeds Requirement,Agriculture,Pesticides,80,471464,Manufacturer,96,Hot,Within Week,Rs. 466464 - 471464,Reselling,73,Yes,WhatsApp,Search
L113627,2026-04-20 13:09:46,Chennai,Tamil Nadu,Wooden Sofa Set,Furniture,Sofa,207,342797,Manufacturer,65,Cold,Immediate,Rs. 337797 - 342797,Bulk Purchase,97,Yes,Call,ASTBuy
L113628,2026-05-05 9:09:46,Mumbai,Punjab,Industrial Solvents Requirement,Chemicals,Paint Chemical,442,28928,Wholesaler,70,Warm,Immediate,Rs. 23928 - 28928,Sample,15,Yes,WhatsApp,Recommendation
L113629,2026-04-15 15:09:46,Ahmedabad,Chhattisgarh,Hoodies for Reselling,Garments,Corporate Wear,120,329431,Retailer,76,Warm,Immediate,Rs. 324431 - 329431,Sample,61,Yes,Email,Direct
L113630,2026-04-25 6:09:46,Ahmedabad,Telangana,Organic Fertilizers,Agriculture,Pesticides,403,175178,Distributor,58,Cold,Within Week,Rs. 170178 - 175178,Reselling,33,Yes,WhatsApp,Recommendation
L113631,2026-04-23 13:09:46,Bengaluru,Gujarat,Semi Automatic Lathe Machine,Machinery,Lathe Machine,32,336412,Retailer,52,Cold,Immediate,Rs. 331412 - 336412,Reselling,38,No,Call,Direct
L113632,2026-05-04 9:09:46,Ludhiana,Odisha,Modular Workstation Table,Furniture,Sofa,275,270478,Manufacturer,57,Cold,Within Month,Rs. 265478 - 270478,Sample,26,No,WhatsApp,Direct
L113633,2026-04-14 22:09:46,Ahmedabad,Chhattisgarh,HDMI Cable Requirement,Electronics,Wireless CCTV,390,235852,Manufacturer,67,Warm,Immediate,Rs. 230852 - 235852,Bulk Purchase,77,Yes,Call,Recommendation
L113634,2026-05-05 9:09:46,Jaipur,Haryana,Hoodies for Reselling,Garments,Hoodies,411,35703,Wholesaler,54,Cold,Within Week,Rs. 30703 - 35703,Bulk Purchase,55,Yes,Call,Direct
L113635,2026-05-06 23:09:46,Jaipur,Arunachal Pradesh,School Uniform Supplier,Garments,Uniforms,255,36444,Manufacturer,72,Warm,Within Month,Rs. 31444 - 36444,Bulk Purchase,45,No,Call,Recommendation
L113636,2026-05-08 18:09:46,Mumbai,Bihar,Wooden Sofa Set,Furniture,Office Chair,293,310442,Retailer,98,Hot,Within Week,Rs. 305442 - 310442,OEM Supply,80,No,WhatsApp,Recommendation
L113637,2026-05-14 10:09:46,Bengaluru,Bihar,School Uniform Supplier,Garments,Corporate Wear,434,5682,Manufacturer,82,Warm,Within Week,Rs. 682 - 5682,OEM Supply,76,Yes,Call,Recommendation
L113638,2026-04-20 18:09:46,Delhi,Uttarakhand,Industrial Cleaning Chemical,Chemicals,Cleaning Chemical,359,442801,Wholesaler,69,Warm,Immediate,Rs. 437801 - 442801,Bulk Purchase,38,Yes,WhatsApp,ASTBuy
L113639,2026-04-19 3:09:46,Ahmedabad,Karnataka,Packaging Machine for Factory,Machinery,Mixer Machine,76,200306,Wholesaler,96,Hot,Immediate,Rs. 195306 - 200306,Reselling,90,Yes,WhatsApp,Search
L113640,2026-05-06 14:09:46,Ludhiana,Meghalaya,Organic Fertilizers,Agriculture,Pesticides,374,304330,Distributor,40,Cold,Within Week,Rs. 299330 - 304330,Bulk Purchase,63,Yes,WhatsApp,Direct
L113641,2026-05-13 7:09:46,Chennai,Meghalaya,Wireless CCTV Camera,Electronics,Fiber Optic Cable,377,408540,Manufacturer,78,Warm,Within Week,Rs. 403540 - 408540,Sample,28,Yes,Email,Search
L113642,2026-04-20 12:09:46,Ludhiana,Karnataka,Sugarcane Juice Machine,Machinery,Lathe Machine,263,184226,Retailer,59,Cold,Within Month,Rs. 179226 - 184226,Reselling,28,No,Call,Search
L113643,2026-05-08 4:09:46,Ahmedabad,Meghalaya,Reception Desk Requirement,Furniture,Sofa,163,37098,Manufacturer,73,Warm,Immediate,Rs. 32098 - 37098,OEM Supply,65,No,WhatsApp,Recommendation
L113644,2026-04-18 16:09:46,Ahmedabad,Gujarat,Corrugated Shipping Boxes,Packaging,Labels,90,193741,Manufacturer,45,Cold,Within Month,Rs. 188741 - 193741,OEM Supply,99,No,Call,ASTBuy
L113645,2026-05-02 15:09:46,Ahmedabad,Goa,Corrugated Shipping Boxes,Packaging,Plastic Pouch,3,290369,Manufacturer,65,Cold,Within Week,Rs. 285369 - 290369,Reselling,59,No,WhatsApp,ASTBuy
L113646,2026-04-23 13:09:46,Jaipur,Karnataka,CCTV AMC Services,Electronics,Fiber Optic Cable,346,39062,Retailer,98,Hot,Within Week,Rs. 34062 - 39062,Bulk Purchase,47,No,WhatsApp,ASTBuy
L113647,2026-04-17 15:09:46,Noida,Manipur,Plastic Packaging Pouch,Packaging,Plastic Pouch,260,44376,Distributor,52,Cold,Within Week,Rs. 39376 - 44376,Reselling,49,No,WhatsApp,Search
L113648,2026-05-09 6:09:46,Ahmedabad,Maharashtra,Industrial Solvents Requirement,Chemicals,Paint Chemical,463,207391,Distributor,78,Warm,Within Month,Rs. 202391 - 207391,Sample,11,Yes,Call,Search
L113649,2026-05-03 12:09:46,Ludhiana,Tamil Nadu,Paint Chemical Supplier,Chemicals,Cleaning Chemical,160,59193,Manufacturer,45,Cold,Within Month,Rs. 54193 - 59193,Bulk Purchase,29,Yes,Call,ASTBuy
L113650,2026-05-14 2:09:46,Ludhiana,Uttar Pradesh,School Uniform Supplier,Garments,Corporate Wear,321,351273,Retailer,70,Warm,Immediate,Rs. 346273 - 351273,Bulk Purchase,76,Yes,Email,ASTBuy
L113651,2026-04-30 2:09:46,Noida,Bihar,Organic Fertilizers,Agriculture,Seeds,117,429380,Wholesaler,61,Cold,Immediate,Rs. 424380 - 429380,Sample,28,No,Email,ASTBuy
L113652,2026-04-30 8:09:46,Chennai,Telangana,Drip Irrigation Setup,Agriculture,Fertilizers,85,149743,Retailer,40,Cold,Immediate,Rs. 144743 - 149743,OEM Supply,78,No,Call,Direct
L113653,2026-05-09 14:09:46,Surat,Sikkim,Card Holder & Cases,Leather,Card Holder,134,215010,Manufacturer,72,Warm,Within Week,Rs. 210010 - 215010,Reselling,85,Yes,Call,ASTBuy
L113654,2026-04-28 0:09:46,Surat,Nagaland,Office Chair Supplier,Furniture,Wooden Table,366,380841,Manufacturer,68,Warm,Immediate,Rs. 375841 - 380841,Bulk Purchase,20,No,Email,Recommendation
L113655,2026-05-02 1:09:46,Mumbai,Goa,Bulk Cotton T-Shirts,Garments,Hoodies,123,8086,Retailer,47,Cold,Within Week,Rs. 3086 - 8086,OEM Supply,79,No,Call,Recommendation
L113656,2026-04-27 6:09:46,Surat,Punjab,Corrugated Shipping Boxes,Packaging,Labels,20,255145,Wholesaler,42,Cold,Immediate,Rs. 250145 - 255145,Sample,26,No,Call,Search
L113657,2026-04-19 2:09:46,Ahmedabad,Kerala,Industrial Solvents Requirement,Chemicals,Industrial Solvents,425,295897,Retailer,76,Warm,Immediate,Rs. 290897 - 295897,Sample,43,No,Call,Direct
L113658,2026-05-11 17:09:46,Noida,Manipur,Travel Organizer Bag,Leather,Laptop Sleeve,85,102091,Distributor,81,Warm,Within Month,Rs. 97091 - 102091,Bulk Purchase,83,No,Email,Search
L113659,2026-04-25 16:09:46,Noida,Kerala,Industrial Mixer Machine,Machinery,Packaging Machine,282,41972,Distributor,65,Cold,Immediate,Rs. 36972 - 41972,OEM Supply,56,Yes,WhatsApp,Direct
L113660,2026-05-04 10:09:46,Noida,Haryana,Hybrid Seeds Requirement,Agriculture,Pesticides,462,256835,Distributor,53,Cold,Immediate,Rs. 251835 - 256835,OEM Supply,80,No,Email,Direct
L113661,2026-04-20 16:09:46,Noida,Sikkim,Office Chair Supplier,Furniture,Sofa,113,204555,Wholesaler,58,Cold,Within Month,Rs. 199555 - 204555,Bulk Purchase,53,Yes,Email,Recommendation
L113662,2026-04-26 13:09:46,Jaipur,Chhattisgarh,Card Holder & Cases,Leather,Organizer Bag,494,482640,Distributor,65,Cold,Immediate,Rs. 477640 - 482640,Reselling,34,No,WhatsApp,ASTBuy
L113663,2026-04-29 17:09:46,Chennai,Andhra Pradesh,Fiber Optic Cable Supplier,Electronics,Adapters,397,371914,Retailer,92,Hot,Immediate,Rs. 366914 - 371914,Sample,58,No,WhatsApp,Search
L113664,2026-04-19 23:09:46,Mumbai,Nagaland,Corporate Polo T-Shirts,Garments,Kids Wear,249,160020,Retailer,92,Hot,Within Week,Rs. 155020 - 160020,Bulk Purchase,27,Yes,Call,ASTBuy
L113665,2026-05-13 20:09:46,Bengaluru,Arunachal Pradesh,Drip Irrigation Setup,Agriculture,Fertilizers,411,447892,Retailer,77,Warm,Immediate,Rs. 442892 - 447892,Reselling,47,Yes,Call,ASTBuy
L113666,2026-05-10 5:09:46,Surat,Arunachal Pradesh,Industrial Solvents Requirement,Chemicals,Paint Chemical,358,45552,Distributor,45,Cold,Immediate,Rs. 40552 - 45552,Sample,49,No,WhatsApp,Search
L113667,2026-05-11 10:09:46,Delhi,Tamil Nadu,Corrugated Shipping Boxes,Packaging,Shipping Box,180,357254,Retailer,84,Warm,Within Week,Rs. 352254 - 357254,Sample,25,Yes,WhatsApp,Search
L113668,2026-05-11 11:09:46,Surat,Bihar,Wooden Sofa Set,Furniture,Modular Desk,128,221891,Distributor,42,Cold,Within Month,Rs. 216891 - 221891,Sample,75,No,WhatsApp,ASTBuy
L113669,2026-04-30 1:09:46,Gurugram,Bihar,Wooden Sofa Set,Furniture,Modular Desk,431,456847,Wholesaler,70,Warm,Immediate,Rs. 451847 - 456847,Bulk Purchase,13,Yes,Call,ASTBuy
L113670,2026-05-07 13:09:46,Noida,Mizoram,Wireless CCTV Camera,Electronics,Fiber Optic Cable,38,292725,Distributor,64,Cold,Immediate,Rs. 287725 - 292725,Bulk Purchase,25,Yes,WhatsApp,ASTBuy
L113671,2026-04-30 5:09:46,Ahmedabad,Arunachal Pradesh,Semi Automatic Lathe Machine,Machinery,Mixer Machine,42,211694,Retailer,84,Warm,Immediate,Rs. 206694 - 211694,OEM Supply,73,Yes,Call,ASTBuy
L113672,2026-05-04 13:09:46,Delhi,Uttar Pradesh,Card Holder & Cases,Leather,Passport Holder,279,434546,Retailer,88,Hot,Within Week,Rs. 429546 - 434546,Sample,19,No,WhatsApp,Recommendation
L113673,2026-05-01 7:09:46,Delhi,Jharkhand,Paint Chemical Supplier,Chemicals,Cleaning Chemical,21,279937,Manufacturer,45,Cold,Within Month,Rs. 274937 - 279937,Bulk Purchase,11,Yes,Email,Direct
L113674,2026-05-04 15:09:46,Jaipur,Manipur,Industrial Cleaning Chemical,Chemicals,Cleaning Chemical,13,228158,Retailer,40,Cold,Immediate,Rs. 223158 - 228158,Reselling,63,No,WhatsApp,ASTBuy
L113675,2026-04-16 5:09:46,Mumbai,Uttarakhand,Organic Fertilizers,Agriculture,Drip Irrigation,403,463280,Wholesaler,40,Cold,Immediate,Rs. 458280 - 463280,Reselling,36,No,Email,ASTBuy
L113676,2026-04-16 20:09:46,Bengaluru,Gujarat,Corporate Polo T-Shirts,Garments,Corporate Wear,484,263389,Wholesaler,46,Cold,Immediate,Rs. 258389 - 263389,OEM Supply,80,No,WhatsApp,Direct
L113677,2026-05-14 15:09:46,Delhi,Madhya Pradesh,Wireless CCTV Camera,Electronics,Fiber Optic Cable,210,411502,Wholesaler,96,Hot,Immediate,Rs. 406502 - 411502,OEM Supply,59,No,Call,Search
L113678,2026-04-24 5:09:46,Mumbai,Haryana,Hybrid Seeds Requirement,Agriculture,Seeds,413,241005,Distributor,45,Cold,Within Month,Rs. 236005 - 241005,Bulk Purchase,38,Yes,Call,ASTBuy
L113679,2026-05-07 5:09:46,Jaipur,Goa,Corporate Polo T-Shirts,Garments,Corporate Wear,188,416568,Manufacturer,56,Cold,Within Month,Rs. 411568 - 416568,Bulk Purchase,40,Yes,WhatsApp,ASTBuy
L113680,2026-04-20 5:09:46,Bengaluru,Kerala,Wooden Sofa Set,Furniture,Wooden Table,329,435982,Retailer,79,Warm,Within Week,Rs. 430982 - 435982,Bulk Purchase,52,Yes,Call,ASTBuy
L113681,2026-05-09 1:09:46,Delhi,Uttarakhand,Travel Organizer Bag,Leather,Wallet,482,231293,Wholesaler,93,Hot,Immediate,Rs. 226293 - 231293,Sample,41,Yes,WhatsApp,Recommendation
L113682,2026-04-26 3:09:46,Noida,Kerala,School Uniform Supplier,Garments,Kids Wear,197,13683,Wholesaler,60,Cold,Immediate,Rs. 8683 - 13683,Sample,71,Yes,Email,ASTBuy
L113683,2026-04-21 9:09:46,Jaipur,Chhattisgarh,Fiber Optic Cable Supplier,Electronics,Wireless CCTV,378,354257,Retailer,88,Hot,Within Month,Rs. 349257 - 354257,Bulk Purchase,48,Yes,WhatsApp,Search
L113684,2026-05-04 7:09:46,Chennai,Sikkim,Custom Printed Labels,Packaging,Corrugated Box,22,139156,Manufacturer,81,Warm,Within Week,Rs. 134156 - 139156,Sample,49,No,Email,Direct
L113685,2026-04-29 21:09:46,Chennai,Maharashtra,Corrugated Shipping Boxes,Packaging,Corrugated Box,388,61795,Distributor,63,Cold,Within Month,Rs. 56795 - 61795,Sample,27,Yes,Email,ASTBuy
L113686,2026-05-02 2:09:46,Ahmedabad,West Bengal,CCTV AMC Services,Electronics,Fiber Optic Cable,71,184699,Distributor,70,Warm,Immediate,Rs. 179699 - 184699,Sample,38,Yes,Email,Recommendation
L113687,2026-04-30 22:09:46,Surat,Kerala,Reception Desk Requirement,Furniture,Wooden Table,170,206786,Wholesaler,98,Hot,Immediate,Rs. 201786 - 206786,Reselling,75,Yes,Call,ASTBuy
L113688,2026-05-01 19:09:46,Ahmedabad,Madhya Pradesh,PU Leather Passport Cover Holder,Leather,Organizer Bag,61,438595,Distributor,98,Hot,Within Month,Rs. 433595 - 438595,OEM Supply,70,Yes,WhatsApp,Direct
L113689,2026-04-21 19:09:46,Ahmedabad,Nagaland,Custom Printed Labels,Packaging,Plastic Pouch,430,344697,Retailer,55,Cold,Within Week,Rs. 339697 - 344697,Bulk Purchase,69,Yes,WhatsApp,Direct
L113690,2026-05-06 0:09:46,Jaipur,Karnataka,Travel Organizer Bag,Leather,Card Holder,413,46589,Wholesaler,66,Warm,Immediate,Rs. 41589 - 46589,Reselling,30,No,WhatsApp,Recommendation
L113691,2026-04-28 16:09:46,Mumbai,Gujarat,Paint Chemical Supplier,Chemicals,Industrial Solvents,408,355123,Wholesaler,52,Cold,Within Week,Rs. 350123 - 355123,OEM Supply,19,No,Call,ASTBuy
L113692,2026-05-04 14:09:46,Noida,Rajasthan,Semi Automatic Lathe Machine,Machinery,Packaging Machine,68,4445,Wholesaler,98,Hot,Within Month,Rs. 100 - 4445,Sample,24,No,WhatsApp,ASTBuy
L113693,2026-04-16 12:09:46,Chennai,Meghalaya,Sugarcane Juice Machine,Machinery,Lathe Machine,370,300253,Wholesaler,63,Cold,Immediate,Rs. 295253 - 300253,Bulk Purchase,55,No,Email,Search
L113694,2026-04-25 11:09:46,Ahmedabad,Telangana,Corrugated Shipping Boxes,Packaging,Shipping Box,351,423806,Wholesaler,46,Cold,Immediate,Rs. 418806 - 423806,OEM Supply,34,No,WhatsApp,Search
L113695,2026-04-20 22:09:46,Chennai,Nagaland,Corporate Polo T-Shirts,Garments,Uniforms,492,78344,Distributor,52,Cold,Within Week,Rs. 73344 - 78344,Reselling,50,No,Call,ASTBuy
L113696,2026-05-12 6:09:46,Chennai,Punjab,Industrial Cleaning Chemical,Chemicals,Cleaning Chemical,293,116770,Wholesaler,63,Cold,Within Month,Rs. 111770 - 116770,Sample,74,Yes,Call,Direct
L113697,2026-04-20 20:09:46,Ahmedabad,Mizoram,Fiber Optic Cable Supplier,Electronics,Fiber Optic Cable,6,446088,Distributor,92,Hot,Within Week,Rs. 441088 - 446088,OEM Supply,31,Yes,Call,Recommendation
L113698,2026-05-08 10:09:46,Jaipur,Tripura,HDMI Cable Requirement,Electronics,Adapters,198,380742,Distributor,83,Warm,Within Week,Rs. 375742 - 380742,OEM Supply,20,No,Email,ASTBuy
L113699,2026-04-17 21:09:46,Ludhiana,Tamil Nadu,Custom Printed Labels,Packaging,Labels,282,362074,Wholesaler,90,Hot,Immediate,Rs. 357074 - 362074,Sample,88,Yes,Call,Recommendation
L113700,2026-04-30 23:09:46,Mumbai,Goa,Organic Fertilizers,Agriculture,Drip Irrigation,216,221626,Distributor,54,Cold,Within Month,Rs. 216626 - 221626,OEM Supply,15,Yes,WhatsApp,ASTBuy
L113701,2026-05-12 16:09:46,Ludhiana,Assam,Drip Irrigation Setup,Agriculture,Drip Irrigation,159,252916,Distributor,63,Cold,Within Month,Rs. 247916 - 252916,OEM Supply,74,Yes,WhatsApp,Direct
L113702,2026-04-15 20:09:46,Chennai,Goa,Wooden Sofa Set,Furniture,Sofa,23,147468,Manufacturer,78,Warm,Immediate,Rs. 142468 - 147468,Bulk Purchase,48,Yes,Call,Direct
L113703,2026-04-27 23:09:46,Chennai,Arunachal Pradesh,Sugarcane Juice Machine,Machinery,Mixer Machine,335,471556,Retailer,42,Cold,Within Week,Rs. 466556 - 471556,OEM Supply,58,No,Call,Search
L113704,2026-04-28 7:09:46,Surat,Kerala,Office Chair Supplier,Furniture,Modular Desk,153,109523,Distributor,92,Hot,Immediate,Rs. 104523 - 109523,OEM Supply,56,Yes,WhatsApp,Search
L113705,2026-04-24 8:09:46,Mumbai,Jharkhand,Semi Automatic Lathe Machine,Machinery,Mixer Machine,385,13256,Retailer,97,Hot,Within Week,Rs. 8256 - 13256,Bulk Purchase,46,No,Call,Direct
L113706,2026-04-21 6:09:46,Ahmedabad,Telangana,Wooden Sofa Set,Furniture,Modular Desk,79,316936,Distributor,72,Warm,Within Month,Rs. 311936 - 316936,Reselling,28,Yes,Call,Direct
L113707,2026-05-04 1:09:46,Mumbai,West Bengal,Packaging Machine for Factory,Machinery,Lathe Machine,87,50471,Retailer,61,Cold,Within Week,Rs. 45471 - 50471,OEM Supply,64,No,Call,Recommendation
L113708,2026-05-12 14:09:46,Noida,Madhya Pradesh,Sugarcane Juice Machine,Machinery,Lathe Machine,375,206273,Distributor,93,Hot,Immediate,Rs. 201273 - 206273,Bulk Purchase,67,No,WhatsApp,Search
L113709,2026-04-27 9:09:46,Jaipur,Gujarat,Wireless CCTV Camera,Electronics,Adapters,248,17071,Distributor,96,Hot,Within Week,Rs. 12071 - 17071,Reselling,77,Yes,Email,ASTBuy
L113710,2026-04-19 15:09:46,Ludhiana,Telangana,Drip Irrigation Setup,Agriculture,Fertilizers,355,432659,Distributor,74,Warm,Within Week,Rs. 427659 - 432659,OEM Supply,99,No,WhatsApp,Recommendation
L113711,2026-05-10 5:09:46,Surat,Telangana,Industrial Solvents Requirement,Chemicals,Paint Chemical,14,274532,Wholesaler,72,Warm,Immediate,Rs. 269532 - 274532,Reselling,83,No,WhatsApp,ASTBuy
L113712,2026-05-09 19:09:46,Bengaluru,Madhya Pradesh,CCTV AMC Services,Electronics,HDMI Cable,416,398394,Distributor,62,Cold,Immediate,Rs. 393394 - 398394,Bulk Purchase,89,No,WhatsApp,Recommendation
L113713,2026-04-18 14:09:46,Ludhiana,Karnataka,Drip Irrigation Setup,Agriculture,Pesticides,30,34598,Retailer,60,Cold,Within Month,Rs. 29598 - 34598,Bulk Purchase,68,Yes,WhatsApp,Recommendation
L113714,2026-05-01 17:09:46,Jaipur,Goa,Reception Desk Requirement,Furniture,Sofa,169,72337,Distributor,75,Warm,Immediate,Rs. 67337 - 72337,OEM Supply,15,No,Call,ASTBuy
L113715,2026-05-11 17:09:46,Jaipur,Haryana,Industrial Solvents Requirement,Chemicals,Industrial Solvents,110,157268,Manufacturer,71,Warm,Immediate,Rs. 152268 - 157268,Bulk Purchase,23,No,WhatsApp,Direct
L113716,2026-04-27 9:09:46,Ahmedabad,Nagaland,Wooden Sofa Set,Furniture,Sofa,215,103792,Distributor,55,Cold,Within Week,Rs. 98792 - 103792,OEM Supply,15,Yes,Email,ASTBuy
L113717,2026-05-10 9:09:46,Mumbai,Karnataka,Wooden Sofa Set,Furniture,Modular Desk,428,122904,Wholesaler,52,Cold,Immediate,Rs. 117904 - 122904,Bulk Purchase,47,No,WhatsApp,Search
L113718,2026-04-28 3:09:46,Chennai,Maharashtra,Drip Irrigation Setup,Agriculture,Seeds,183,446381,Retailer,59,Cold,Within Month,Rs. 441381 - 446381,Reselling,86,No,WhatsApp,ASTBuy
L113719,2026-05-12 1:09:46,Bengaluru,Himachal Pradesh,Modular Workstation Table,Furniture,Modular Desk,391,39089,Distributor,67,Warm,Within Week,Rs. 34089 - 39089,Sample,26,Yes,Call,Search
L113720,2026-04-29 16:09:46,Ludhiana,Rajasthan,Industrial Solvents Requirement,Chemicals,Paint Chemical,422,195101,Distributor,88,Hot,Immediate,Rs. 190101 - 195101,Reselling,23,No,WhatsApp,Direct
L113721,2026-04-23 5:09:46,Ludhiana,Bihar,Corporate Polo T-Shirts,Garments,T-Shirts,434,176892,Manufacturer,56,Cold,Immediate,Rs. 171892 - 176892,Bulk Purchase,46,Yes,Email,Direct
L113722,2026-04-26 9:09:46,Jaipur,Maharashtra,Hybrid Seeds Requirement,Agriculture,Pesticides,399,454040,Retailer,49,Cold,Within Week,Rs. 449040 - 454040,Reselling,15,No,Email,ASTBuy
L113723,2026-05-08 3:09:46,Ahmedabad,Chhattisgarh,Hybrid Seeds Requirement,Agriculture,Drip Irrigation,198,269907,Manufacturer,49,Cold,Immediate,Rs. 264907 - 269907,Sample,77,No,Email,Direct
L113724,2026-05-08 7:09:46,Gurugram,West Bengal,Hybrid Seeds Requirement,Agriculture,Fertilizers,270,341853,Distributor,62,Cold,Within Week,Rs. 336853 - 341853,OEM Supply,50,No,Email,Recommendation
L113725,2026-05-05 5:09:46,Gurugram,Goa,Paint Chemical Supplier,Chemicals,Industrial Solvents,361,456671,Wholesaler,50,Cold,Within Week,Rs. 451671 - 456671,Reselling,61,Yes,Email,Search
L113726,2026-04-24 9:09:46,Noida,Assam,Office Chair Supplier,Furniture,Office Chair,498,382895,Retailer,83,Warm,Immediate,Rs. 377895 - 382895,OEM Supply,91,Yes,Email,Recommendation
L113727,2026-04-25 17:09:46,Ahmedabad,Uttar Pradesh,Card Holder & Cases,Leather,Laptop Sleeve,12,20005,Wholesaler,96,Hot,Within Week,Rs. 15005 - 20005,Reselling,47,Yes,WhatsApp,Recommendation
L113728,2026-04-23 7:09:46,Chennai,Kerala,Custom Printed Labels,Packaging,Shipping Box,297,150518,Distributor,70,Warm,Immediate,Rs. 145518 - 150518,Reselling,16,No,Email,Direct
L113729,2026-05-01 12:09:46,Gurugram,Manipur,Bulk Cotton T-Shirts,Garments,Kids Wear,412,253564,Manufacturer,52,Cold,Immediate,Rs. 248564 - 253564,Bulk Purchase,39,No,Call,Recommendation
L113730,2026-05-13 2:09:46,Bengaluru,Gujarat,Modular Workstation Table,Furniture,Sofa,172,416850,Wholesaler,90,Hot,Immediate,Rs. 411850 - 416850,Reselling,50,No,WhatsApp,Direct
L113731,2026-04-29 9:09:46,Mumbai,Mizoram,Leather Wallet for Corporate Gifting,Leather,Wallet,60,82350,Wholesaler,58,Cold,Immediate,Rs. 77350 - 82350,Reselling,17,No,Email,Recommendation
L113732,2026-05-04 18:09:46,Chennai,Gujarat,CCTV AMC Services,Electronics,CCTV Camera,487,192140,Retailer,44,Cold,Within Week,Rs. 187140 - 192140,Sample,25,Yes,WhatsApp,Recommendation
L113733,2026-05-10 18:09:46,Bengaluru,Telangana,Drip Irrigation Setup,Agriculture,Seeds,124,308927,Distributor,94,Hot,Immediate,Rs. 303927 - 308927,OEM Supply,29,Yes,Call,Search
L113734,2026-04-26 9:09:46,Ahmedabad,Himachal Pradesh,Custom Printed Labels,Packaging,Plastic Pouch,297,339603,Retailer,69,Warm,Immediate,Rs. 334603 - 339603,Sample,16,No,Email,Search
L113735,2026-04-24 3:09:46,Mumbai,Jharkhand,Plastic Packaging Pouch,Packaging,Shipping Box,248,95286,Manufacturer,43,Cold,Immediate,Rs. 90286 - 95286,OEM Supply,80,No,WhatsApp,Direct
L113736,2026-04-30 11:09:46,Bengaluru,Maharashtra,Bulk Cotton T-Shirts,Garments,Corporate Wear,474,162944,Wholesaler,89,Hot,Within Month,Rs. 157944 - 162944,Sample,48,No,WhatsApp,Search
L113737,2026-04-22 20:09:46,Noida,Maharashtra,Hoodies for Reselling,Garments,T-Shirts,120,98264,Manufacturer,47,Cold,Immediate,Rs. 93264 - 98264,OEM Supply,11,Yes,WhatsApp,ASTBuy
L113738,2026-05-06 19:09:46,Jaipur,Maharashtra,Packaging Machine for Factory,Machinery,Lathe Machine,303,291777,Manufacturer,81,Warm,Within Week,Rs. 286777 - 291777,Bulk Purchase,34,Yes,WhatsApp,Recommendation
L113739,2026-04-27 2:09:46,Mumbai,Telangana,School Uniform Supplier,Garments,Hoodies,488,316849,Manufacturer,42,Cold,Within Week,Rs. 311849 - 316849,Sample,28,Yes,Call,Search
L113740,2026-04-22 6:09:46,Ludhiana,Madhya Pradesh,Custom Printed Labels,Packaging,Plastic Pouch,346,419968,Distributor,94,Hot,Immediate,Rs. 414968 - 419968,Bulk Purchase,92,No,WhatsApp,Direct
L113741,2026-05-12 18:09:46,Surat,Madhya Pradesh,Hybrid Seeds Requirement,Agriculture,Fertilizers,98,463621,Manufacturer,48,Cold,Within Month,Rs. 458621 - 463621,OEM Supply,92,No,WhatsApp,Direct
L113742,2026-05-12 21:09:46,Bengaluru,Gujarat,Office Chair Supplier,Furniture,Office Chair,248,416548,Retailer,80,Warm,Within Week,Rs. 411548 - 416548,Reselling,92,Yes,WhatsApp,Search
L113743,2026-05-03 18:09:46,Surat,Odisha,Packaging Machine for Factory,Machinery,Mixer Machine,370,165281,Retailer,64,Cold,Immediate,Rs. 160281 - 165281,OEM Supply,35,Yes,WhatsApp,Direct
L113744,2026-05-01 11:09:46,Delhi,Nagaland,Drip Irrigation Setup,Agriculture,Pesticides,282,339591,Retailer,75,Warm,Immediate,Rs. 334591 - 339591,OEM Supply,79,No,WhatsApp,Search
L113745,2026-05-05 8:09:46,Mumbai,Jharkhand,Organic Fertilizers,Agriculture,Drip Irrigation,437,88132,Manufacturer,79,Warm,Within Week,Rs. 83132 - 88132,Bulk Purchase,38,No,Call,Direct
L113746,2026-05-05 23:09:46,Gurugram,West Bengal,CCTV AMC Services,Electronics,CCTV Camera,438,65928,Distributor,97,Hot,Within Week,Rs. 60928 - 65928,OEM Supply,33,No,Call,Direct
L113747,2026-04-26 18:09:46,Bengaluru,Uttarakhand,Industrial Solvents Requirement,Chemicals,Cleaning Chemical,169,397455,Manufacturer,82,Warm,Immediate,Rs. 392455 - 397455,OEM Supply,37,Yes,WhatsApp,Direct
L113748,2026-04-24 1:09:46,Delhi,Mizoram,Industrial Cleaning Chemical,Chemicals,Industrial Solvents,443,178629,Distributor,66,Warm,Immediate,Rs. 173629 - 178629,Reselling,26,No,WhatsApp,Search
