event_id,timestamp,seller_id,company_name,persona_type,service_name,city,event_type,event_source,event_value,metadata
E197472,2026-05-12 22:31:55,64000933,Gaba Inc,Premium Stable Seller,Free,Bengaluru,lead_received,buyer_platform,27,"{'intent_score': 72, 'category': 'Electronics', 'source': 'Direct'}"
E197473,2026-04-17 17:32:38,64000416,Bail Ltd,Premium Stable Seller,IM Leader Pro,Ludhiana,lead_consumed,seller_portal,14,{'platform': 'Desktop'}
E197474,2026-04-22 14:59:14,64000042,Krishna Ltd,New Seller,IM Star Pro,Delhi,login,crm_system,98,{'platform': 'App'}
E197475,2026-05-07 5:00:10,64000544,"Char, Rajagopalan and Sood",Power Seller,IM Star Pro,Bengaluru,response_sent,seller_portal,19,"{'response_time_mins': 35, 'platform': 'Mobile Site'}"
E197476,2026-04-22 0:58:10,64000145,Raj PLC,Lazy Seller,IM IL,Surat,renewal_warning,buyer_platform,65,"{'risk_score': 96, 'reason': 'High Response Delay'}"
E197477,2026-04-22 14:53:42,64000430,Bhandari and Sons,Power Seller,Free,Ludhiana,catalog_updated,seller_portal,83,{'products_updated': 10}
E197478,2026-04-30 5:23:34,64000186,"Chauhan, Babu and Jayaraman",Free Active Seller,Free,Chennai,response_sent,buyer_platform,97,"{'response_time_mins': 49, 'platform': 'Desktop'}"
E197479,2026-04-18 13:37:48,64000678,Thakkar and Sons,Churning Seller,Free,Chennai,lead_received,buyer_platform,88,"{'intent_score': 61, 'category': 'Garments', 'source': 'ASTBuy'}"
E197480,2026-04-23 4:05:30,64000011,Kothari Ltd,New Seller,Mini Dynamic Catalog (Monthly),Jaipur,lead_consumed,notification_engine,44,{'platform': 'Mobile Site'}
E197481,2026-04-28 23:39:38,64000803,Rana PLC,Churning Seller,IM IL,Ahmedabad,lead_received,seller_portal,27,"{'intent_score': 83, 'category': 'Garments', 'source': 'ASTBuy'}"
E197482,2026-05-08 3:53:44,64000433,"Halder, Arora and Batta",Power Seller,IM Leader Pro,Delhi,lead_consumed,crm_system,50,{'platform': 'Desktop'}
E197483,2026-04-17 22:30:40,64000977,Dugal-Swamy,Free Active Seller,Free,Ludhiana,lead_consumed,notification_engine,14,{'platform': 'App'}
E197484,2026-05-06 0:39:26,64000127,Tiwari Inc,Premium Stable Seller,Free,Mumbai,response_sent,notification_engine,65,"{'response_time_mins': 15, 'platform': 'Desktop'}"
E197485,2026-05-12 13:52:51,64000165,Setty Ltd,New Seller,IM Star Pro,Delhi,response_sent,crm_system,13,"{'response_time_mins': 28, 'platform': 'Mobile Site'}"
E197486,2026-04-26 13:56:50,64000059,Bhalla-Dube,Premium Stable Seller,Trustseal Pro,Gurugram,login,crm_system,60,{'platform': 'Desktop'}
E197487,2026-04-27 19:04:50,64000801,Samra-Wagle,Premium Stable Seller,Mini Dynamic Catalog (Annual),Bengaluru,catalog_updated,notification_engine,39,{'products_updated': 11}
E197488,2026-05-11 7:46:59,64000779,Trivedi-Varty,Power Seller,Free,Gurugram,lead_consumed,notification_engine,10,{'platform': 'Desktop'}
E197489,2026-05-08 11:27:34,64000637,Dutt Ltd,Lazy Seller,Maximiser Pro,Bengaluru,lead_received,notification_engine,95,"{'intent_score': 49, 'category': 'Machinery', 'source': 'Direct'}"
E197490,2026-04-20 14:37:05,64000275,"Sekhon, Wable and Kaur",Free Active Seller,Free,Ludhiana,renewal_warning,seller_portal,56,"{'risk_score': 91, 'reason': 'Low Engagement'}"
E197491,2026-05-01 1:35:08,64000372,Vora LLC,Power Seller,IM IL,Bengaluru,sales_call,notification_engine,35,"{'call_duration_mins': 20, 'call_outcome': 'Neutral'}"
E197492,2026-04-15 4:37:55,64000820,Virk-Chaudhry,New Seller,Mini Dynamic Catalog (Monthly),Mumbai,hot_lead_missed,notification_engine,38,"{'intent_score': 91, 'penalty_score': 11}"
E197493,2026-04-28 18:46:58,64000499,Kadakia-Rastogi,Free Active Seller,Free,Bengaluru,lead_received,crm_system,18,"{'intent_score': 53, 'category': 'Chemicals', 'source': 'BizFeed'}"
E197494,2026-04-24 4:37:12,64000456,Mammen-Ben,Churning Seller,IM IL,Chennai,support_ticket,seller_portal,34,"{'ticket_type': 'Technical', 'priority': 'Low'}"
E197495,2026-05-08 12:10:14,64000352,Madan-Singhal,Premium Stable Seller,Trustseal Pro,Mumbai,response_sent,crm_system,9,"{'response_time_mins': 9, 'platform': 'App'}"
E197496,2026-04-25 6:15:03,64000071,Khosla-Sur,Premium Stable Seller,IM Leader Pro,Bengaluru,lead_consumed,crm_system,24,{'platform': 'App'}
E197497,2026-05-12 1:12:08,64000877,"Korpal, Jha and Rana",Lazy Seller,Mini Dynamic Catalog (Annual),Gurugram,support_ticket,buyer_platform,7,"{'ticket_type': 'Technical', 'priority': 'Low'}"
E197498,2026-05-01 18:25:30,64000537,Zachariah-D’Alia,Free Active Seller,Free,Mumbai,response_sent,crm_system,74,"{'response_time_mins': 2, 'platform': 'Desktop'}"
E197499,2026-05-07 21:49:50,64000753,Jha-Comar,Lazy Seller,Mini Dynamic Catalog (Monthly),Jaipur,support_ticket,seller_portal,8,"{'ticket_type': 'Billing', 'priority': 'Low'}"
E197500,2026-05-06 12:24:33,64000038,Sha-Sheth,Power Seller,Maximiser Pro,Ludhiana,response_sent,notification_engine,85,"{'response_time_mins': 60, 'platform': 'Mobile Site'}"
E197501,2026-04-23 13:45:37,64000797,Bhatt-Khosla,Churning Seller,Mini Dynamic Catalog (Annual),Bengaluru,response_sent,buyer_platform,77,"{'response_time_mins': 6, 'platform': 'App'}"
E197502,2026-04-30 1:33:36,64000925,"Chana, Char and Suri",Premium Stable Seller,IM Leader Pro,Ludhiana,lead_received,crm_system,58,"{'intent_score': 72, 'category': 'Machinery', 'source': 'ASTBuy'}"
E197503,2026-05-04 16:15:07,64000865,Bhardwaj Group,Free Active Seller,Free,Ahmedabad,lead_received,seller_portal,24,"{'intent_score': 65, 'category': 'Industrial', 'source': 'Direct'}"
E197504,2026-05-12 20:57:07,64000466,"Sinha, Chahal and Ram",Power Seller,Trustseal Pro,Gurugram,response_sent,seller_portal,92,"{'response_time_mins': 12, 'platform': 'Desktop'}"
E197505,2026-04-16 23:37:07,64000746,Sarraf-Butala,Power Seller,Trustseal Pro,Surat,login,seller_portal,41,{'platform': 'App'}
E197506,2026-05-04 11:10:53,64000848,Saraf Ltd,Power Seller,Mini Dynamic Catalog (Annual),Surat,lead_consumed,seller_portal,54,{'platform': 'App'}
E197507,2026-05-13 13:33:05,64000252,"Kumar, Hayer and Mangal",New Seller,Maximiser Pro,Chennai,login,notification_engine,7,{'platform': 'App'}
E197508,2026-04-22 16:16:09,64000177,"Ben, Devi and Saxena",Premium Stable Seller,IM IL,Mumbai,login,crm_system,5,{'platform': 'Mobile Site'}
E197509,2026-05-10 23:05:14,64000746,Sarraf-Butala,Power Seller,Trustseal Pro,Surat,login,crm_system,54,{'platform': 'App'}
E197510,2026-05-04 16:56:50,64000232,"Ravel, Bora and Ramachandran",Power Seller,Maximiser Pro,Ludhiana,lead_received,seller_portal,51,"{'intent_score': 49, 'category': 'Machinery', 'source': 'ASTBuy'}"
E197511,2026-04-15 23:05:50,64000449,Rajan-Sahota,New Seller,IM Leader Pro,Bengaluru,lead_consumed,notification_engine,45,{'platform': 'Mobile Site'}
E197512,2026-04-25 15:24:49,64000382,Dayal-Toor,Premium Stable Seller,Mini Dynamic Catalog (Annual),Mumbai,lead_consumed,seller_portal,16,{'platform': 'Desktop'}
E197513,2026-05-11 2:18:19,64000208,Ramaswamy-Suresh,Lazy Seller,Trustseal Pro,Mumbai,sales_call,buyer_platform,12,"{'call_duration_mins': 20, 'call_outcome': 'No Response'}"
E197514,2026-04-28 20:47:25,64000938,Gulati and Sons,Power Seller,IM Leader Pro,Ahmedabad,quotation_sent,crm_system,79,{'quotation_value': 218010}
E197515,2026-04-21 7:20:15,64000164,"Mammen, Kar and Subramanian",Premium Stable Seller,Maximiser Pro,Chennai,lead_received,seller_portal,85,"{'intent_score': 51, 'category': 'Electronics', 'source': 'BizFeed'}"
E197516,2026-04-15 16:09:29,64000366,Khalsa-Sibal,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Ahmedabad,quotation_sent,notification_engine,16,{'quotation_value': 168937}
E197517,2026-05-06 21:51:24,64000116,"Tandon, Bhatnagar and Handa",Power Seller,IM IL,Noida,lead_received,buyer_platform,100,"{'intent_score': 53, 'category': 'Garments', 'source': 'ASTBuy'}"
E197518,2026-04-29 22:00:33,64000886,Dixit-Chacko,Churning Seller,Mini Dynamic Catalog (Monthly),Bengaluru,sales_call,buyer_platform,77,"{'call_duration_mins': 5, 'call_outcome': 'No Response'}"
E197519,2026-04-26 12:59:55,64000275,"Sekhon, Wable and Kaur",Free Active Seller,Free,Ludhiana,catalog_updated,buyer_platform,44,{'products_updated': 7}
E197520,2026-04-30 19:31:22,64000602,"Reddy, Banerjee and Ghosh",Churning Seller,Mini Dynamic Catalog (Monthly),Noida,response_sent,notification_engine,52,"{'response_time_mins': 37, 'platform': 'App'}"
E197521,2026-05-03 23:41:32,64000899,Deep-Borah,Premium Stable Seller,IM IL,Mumbai,login,seller_portal,64,{'platform': 'Desktop'}
E197522,2026-04-28 19:50:53,64000397,Sankaran and Sons,Power Seller,Maximiser Pro,Mumbai,quotation_sent,crm_system,68,{'quotation_value': 158148}
E197523,2026-05-05 8:26:06,64000456,Mammen-Ben,Churning Seller,IM IL,Chennai,product_added,buyer_platform,2,{'products_added': 3}
E197524,2026-05-07 18:39:33,64000613,Shankar Inc,New Seller,IM Leader Pro,Ludhiana,product_added,crm_system,74,{'products_added': 4}
E197525,2026-04-24 0:41:57,64000116,"Tandon, Bhatnagar and Handa",Power Seller,IM IL,Noida,hot_lead_missed,seller_portal,45,"{'intent_score': 93, 'penalty_score': 13}"
E197526,2026-05-08 6:22:01,64000195,Kannan PLC,Free Active Seller,Free,Surat,product_added,crm_system,67,{'products_added': 6}
E197527,2026-05-14 14:44:43,64000837,Dhawan-Gour,Churning Seller,IM Star Pro,Chennai,login,buyer_platform,65,{'platform': 'Desktop'}
E197528,2026-04-15 17:54:02,64000389,Doshi and Sons,New Seller,Trustseal Pro,Noida,lead_received,buyer_platform,17,"{'intent_score': 92, 'category': 'Machinery', 'source': 'Direct'}"
E197529,2026-04-29 11:51:40,64000694,Vala-Dutt,Churning Seller,Free,Bengaluru,login,buyer_platform,8,{'platform': 'Mobile Site'}
E197530,2026-04-20 22:59:42,64000387,"Guha, Garde and Ratta",Churning Seller,IM Star Pro,Mumbai,renewal_warning,buyer_platform,69,"{'risk_score': 72, 'reason': 'Lead Ignored'}"
E197531,2026-04-26 10:42:45,64000656,Sridhar-Mangal,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Chennai,lead_received,notification_engine,20,"{'intent_score': 65, 'category': 'Industrial', 'source': 'BizFeed'}"
E197532,2026-04-16 8:45:25,64000298,"Warrior, Tella and Krishna",Lazy Seller,Mini Dynamic Catalog (Annual),Jaipur,hot_lead_missed,crm_system,85,"{'intent_score': 89, 'penalty_score': 18}"
E197533,2026-05-07 13:23:27,64000515,Shukla Ltd,Power Seller,IM IL,Surat,lead_received,buyer_platform,81,"{'intent_score': 76, 'category': 'Machinery', 'source': 'Direct'}"
E197534,2026-04-24 8:47:27,64000348,"Kumar, Kibe and Kant",Lazy Seller,Trustseal Pro,Noida,sales_call,crm_system,51,"{'call_duration_mins': 16, 'call_outcome': 'Neutral'}"
E197535,2026-04-21 22:35:10,64000801,Samra-Wagle,Premium Stable Seller,Mini Dynamic Catalog (Annual),Bengaluru,support_ticket,seller_portal,3,"{'ticket_type': 'Billing', 'priority': 'Medium'}"
E197536,2026-04-22 9:30:17,64000195,Kannan PLC,Free Active Seller,Free,Surat,lead_consumed,notification_engine,33,{'platform': 'Desktop'}
E197537,2026-05-01 7:54:15,64000289,Balay-Vohra,Churning Seller,Maximiser Pro,Chennai,hot_lead_missed,seller_portal,61,"{'intent_score': 99, 'penalty_score': 20}"
E197538,2026-05-08 19:31:36,64000205,Khanna PLC,Free Active Seller,Free,Gurugram,catalog_updated,notification_engine,56,{'products_updated': 1}
E197539,2026-05-09 2:37:47,64000979,Sarraf-Din,Premium Stable Seller,IM Star Pro,Mumbai,lead_received,notification_engine,50,"{'intent_score': 59, 'category': 'Machinery', 'source': 'BizFeed'}"
E197540,2026-05-07 23:15:46,64000814,Lad-Kakar,Power Seller,IM Leader Pro,Surat,quotation_sent,crm_system,67,{'quotation_value': 43494}
E197541,2026-05-01 21:14:35,64000715,"Tella, Zachariah and Dhingra",Churning Seller,IM Star Pro,Mumbai,lead_received,notification_engine,55,"{'intent_score': 79, 'category': 'Machinery', 'source': 'BizFeed'}"
E197542,2026-05-10 2:54:29,64000171,"Rajagopalan, Krishnan and Dixit",Free Active Seller,Free,Chennai,lead_consumed,seller_portal,44,{'platform': 'App'}
E197543,2026-05-13 10:10:10,64000263,"Ganesan, Manda and Chander",Churning Seller,Mini Dynamic Catalog (Monthly),Delhi,hot_lead_missed,notification_engine,37,"{'intent_score': 99, 'penalty_score': 7}"
E197544,2026-05-14 8:59:28,64000920,Rege Group,New Seller,Free,Gurugram,hot_lead_missed,seller_portal,92,"{'intent_score': 95, 'penalty_score': 11}"
E197545,2026-04-24 11:03:24,64000662,Manne LLC,Power Seller,IM IL,Surat,login,seller_portal,17,{'platform': 'Mobile Site'}
E197546,2026-05-07 23:33:36,64000770,Sama Ltd,Churning Seller,Free,Bengaluru,lead_received,crm_system,3,"{'intent_score': 67, 'category': 'Chemicals', 'source': 'ASTBuy'}"
E197547,2026-04-15 2:12:45,64000569,Yogi PLC,Lazy Seller,Mini Dynamic Catalog (Annual),Mumbai,support_ticket,seller_portal,61,"{'ticket_type': 'Billing', 'priority': 'High'}"
E197548,2026-04-29 21:17:12,64000318,Thakur-Bath,Premium Stable Seller,Mini Dynamic Catalog (Annual),Bengaluru,login,crm_system,4,{'platform': 'Mobile Site'}
E197549,2026-04-29 19:59:11,64000168,Sood-Gade,Free Active Seller,Free,Chennai,lead_received,buyer_platform,78,"{'intent_score': 66, 'category': 'Chemicals', 'source': 'BizFeed'}"
E197550,2026-04-28 6:26:55,64000258,"Bhatt, Chawla and Chauhan",Lazy Seller,Free,Surat,lead_consumed,notification_engine,54,{'platform': 'Mobile Site'}
E197551,2026-05-08 3:20:10,64000544,"Char, Rajagopalan and Sood",Power Seller,IM Star Pro,Bengaluru,response_sent,notification_engine,88,"{'response_time_mins': 49, 'platform': 'Mobile Site'}"
E197552,2026-04-26 15:04:55,64000859,Rege-Loyal,Premium Stable Seller,IM Star Pro,Chennai,response_sent,notification_engine,40,"{'response_time_mins': 35, 'platform': 'Desktop'}"
E197553,2026-05-10 15:45:56,64000449,Rajan-Sahota,New Seller,IM Leader Pro,Bengaluru,login,crm_system,94,{'platform': 'Desktop'}
E197554,2026-04-18 16:59:44,64000375,Wadhwa Inc,Free Active Seller,Free,Gurugram,response_sent,seller_portal,29,"{'response_time_mins': 52, 'platform': 'Mobile Site'}"
E197555,2026-05-09 15:42:31,64000091,Kala Group,New Seller,IM Star Pro,Surat,login,crm_system,15,{'platform': 'App'}
E197556,2026-04-20 1:13:46,64000116,"Tandon, Bhatnagar and Handa",Power Seller,IM IL,Noida,response_sent,crm_system,95,"{'response_time_mins': 45, 'platform': 'Mobile Site'}"
E197557,2026-04-20 17:11:20,64000625,Kapadia-Balan,Power Seller,Maximiser Pro,Gurugram,login,seller_portal,36,{'platform': 'Mobile Site'}
E197558,2026-05-06 13:53:13,64000696,Sarin and Sons,Churning Seller,IM Leader Pro,Ahmedabad,lead_consumed,buyer_platform,6,{'platform': 'Desktop'}
E197559,2026-04-24 18:45:31,64000834,Chaudhary-Kaul,Free Active Seller,Free,Jaipur,lead_received,seller_portal,8,"{'intent_score': 45, 'category': 'Industrial', 'source': 'ASTBuy'}"
E197560,2026-04-28 0:40:18,64000680,Guha Ltd,New Seller,IM Leader Pro,Mumbai,hot_lead_missed,seller_portal,63,"{'intent_score': 99, 'penalty_score': 10}"
E197561,2026-05-13 0:15:59,64000439,Sheth-Dhar,Power Seller,Mini Dynamic Catalog (Monthly),Noida,lead_received,crm_system,16,"{'intent_score': 92, 'category': 'Machinery', 'source': 'Direct'}"
E197562,2026-04-27 7:45:39,64000014,Keer-Sur,Premium Stable Seller,Mini Dynamic Catalog (Annual),Bengaluru,lead_consumed,notification_engine,34,{'platform': 'App'}
E197563,2026-04-24 9:29:38,64000970,"Rout, Hans and Tata",Free Active Seller,Free,Bengaluru,sales_call,crm_system,76,"{'call_duration_mins': 21, 'call_outcome': 'Neutral'}"
E197564,2026-04-14 18:06:48,64000125,Shankar LLC,Premium Stable Seller,IM IL,Mumbai,lead_received,seller_portal,16,"{'intent_score': 98, 'category': 'Garments', 'source': 'Direct'}"
E197565,2026-05-09 21:48:51,64000735,Shah Inc,Power Seller,Trustseal Pro,Chennai,quotation_sent,seller_portal,99,{'quotation_value': 54069}
E197566,2026-05-13 12:02:51,64000393,Bora-Contractor,Churning Seller,IM Star Pro,Bengaluru,login,seller_portal,91,{'platform': 'Desktop'}
E197567,2026-05-02 10:52:46,64000572,"Ramesh, Yadav and Bajwa",Lazy Seller,Maximiser Pro,Chennai,hot_lead_missed,notification_engine,29,"{'intent_score': 87, 'penalty_score': 7}"
E197568,2026-04-25 19:23:42,64000548,Sidhu LLC,Lazy Seller,IM Leader Pro,Bengaluru,sales_call,notification_engine,96,"{'call_duration_mins': 6, 'call_outcome': 'No Response'}"
E197569,2026-04-26 6:20:26,64000640,Chand-Khalsa,Lazy Seller,IM Star Pro,Delhi,lead_received,seller_portal,13,"{'intent_score': 50, 'category': 'Electronics', 'source': 'BizFeed'}"
E197570,2026-04-19 22:37:54,64000459,"Sheth, Saran and Behl",Lazy Seller,Mini Dynamic Catalog (Annual),Ahmedabad,lead_received,buyer_platform,92,"{'intent_score': 72, 'category': 'Chemicals', 'source': 'ASTBuy'}"
E197571,2026-04-30 6:05:41,64000909,Gulati-Raju,Premium Stable Seller,IM Star Pro,Delhi,login,notification_engine,20,{'platform': 'Desktop'}
E197572,2026-05-07 3:13:28,64000844,Wason and Sons,New Seller,IM Star Pro,Mumbai,lead_consumed,notification_engine,1,{'platform': 'Desktop'}
E197573,2026-04-27 20:35:06,64000615,Bawa PLC,Churning Seller,IM Leader Pro,Delhi,product_added,notification_engine,78,{'products_added': 4}
E197574,2026-04-15 8:31:02,64000763,Savant PLC,Churning Seller,Maximiser Pro,Gurugram,login,notification_engine,53,{'platform': 'Desktop'}
E197575,2026-04-25 8:11:00,64000062,"Sharma, Saxena and Balay",Free Active Seller,Free,Delhi,notification_opened,seller_portal,75,{'channel': 'Push'}
E197576,2026-04-30 6:05:46,64000071,Khosla-Sur,Premium Stable Seller,IM Leader Pro,Bengaluru,lead_consumed,buyer_platform,53,{'platform': 'App'}
E197577,2026-05-05 2:32:19,64000290,Banerjee-Brahmbhatt,Power Seller,IM Star Pro,Ahmedabad,sales_call,notification_engine,84,"{'call_duration_mins': 8, 'call_outcome': 'No Response'}"
E197578,2026-05-02 19:05:59,64000962,"Bath, Ray and Brahmbhatt",Power Seller,Free,Ahmedabad,lead_received,crm_system,78,"{'intent_score': 52, 'category': 'Electronics', 'source': 'BizFeed'}"
E197579,2026-05-14 5:06:29,64000291,Kunda Inc,New Seller,Mini Dynamic Catalog (Monthly),Surat,notification_opened,notification_engine,52,{'channel': 'WhatsApp'}
E197580,2026-05-08 17:47:42,64000999,Comar LLC,Free Active Seller,Free,Mumbai,product_added,buyer_platform,3,{'products_added': 3}
E197581,2026-04-26 13:19:38,64000507,"Cherian, Dara and Chaudry",Churning Seller,IM Leader Pro,Gurugram,response_sent,crm_system,99,"{'response_time_mins': 12, 'platform': 'Mobile Site'}"
E197582,2026-05-11 22:03:56,64000019,Doshi-Garde,Free Active Seller,Free,Jaipur,lead_received,notification_engine,43,"{'intent_score': 98, 'category': 'Industrial', 'source': 'ASTBuy'}"
E197583,2026-04-28 15:38:32,64000547,"Kalla, Lalla and Saini",New Seller,Free,Jaipur,response_sent,seller_portal,37,"{'response_time_mins': 2, 'platform': 'Mobile Site'}"
E197584,2026-04-25 19:14:20,64000376,Kale-Kapur,Premium Stable Seller,Mini Dynamic Catalog (Annual),Chennai,login,crm_system,58,{'platform': 'Mobile Site'}
E197585,2026-04-25 18:38:19,64000815,Mandal PLC,Churning Seller,Maximiser Pro,Noida,sales_call,crm_system,32,"{'call_duration_mins': 25, 'call_outcome': 'Positive'}"
E197586,2026-04-19 4:07:50,64000334,"Sani, Savant and Kade",New Seller,IM IL,Jaipur,product_added,crm_system,51,{'products_added': 7}
E197587,2026-05-12 14:10:51,64000088,"Badal, Hari and Venkataraman",New Seller,Free,Surat,login,notification_engine,52,{'platform': 'App'}
E197588,2026-04-20 7:12:34,64000405,Ganesh-Srinivas,Churning Seller,Maximiser Pro,Ahmedabad,support_ticket,crm_system,20,"{'ticket_type': 'Billing', 'priority': 'High'}"
E197589,2026-05-09 16:37:48,64000637,Dutt Ltd,Lazy Seller,Maximiser Pro,Bengaluru,hot_lead_missed,buyer_platform,21,"{'intent_score': 90, 'penalty_score': 10}"
E197590,2026-05-14 5:08:23,64000205,Khanna PLC,Free Active Seller,Free,Gurugram,catalog_updated,buyer_platform,12,{'products_updated': 10}
E197591,2026-05-08 5:45:38,64000491,Gaba and Sons,Lazy Seller,IM IL,Delhi,support_ticket,crm_system,26,"{'ticket_type': 'Billing', 'priority': 'Low'}"
E197592,2026-04-27 12:42:06,64000699,Saini Ltd,New Seller,Maximiser Pro,Gurugram,lead_received,crm_system,7,"{'intent_score': 79, 'category': 'Machinery', 'source': 'BizFeed'}"
E197593,2026-04-16 12:44:54,64000610,Kapoor Group,Premium Stable Seller,IM IL,Ahmedabad,lead_received,seller_portal,33,"{'intent_score': 84, 'category': 'Electronics', 'source': 'ASTBuy'}"
E197594,2026-05-05 19:08:01,64000657,Sarkar-Dey,Premium Stable Seller,Free,Delhi,lead_received,buyer_platform,48,"{'intent_score': 98, 'category': 'Electronics', 'source': 'BizFeed'}"
E197595,2026-04-27 22:42:41,64000486,Das Inc,Churning Seller,Trustseal Pro,Bengaluru,lead_consumed,buyer_platform,88,{'platform': 'App'}
E197596,2026-04-23 6:17:49,64000318,Thakur-Bath,Premium Stable Seller,Mini Dynamic Catalog (Annual),Bengaluru,lead_received,buyer_platform,93,"{'intent_score': 58, 'category': 'Electronics', 'source': 'ASTBuy'}"
E197597,2026-04-29 2:46:47,64000626,Sridhar LLC,New Seller,Mini Dynamic Catalog (Monthly),Bengaluru,catalog_updated,seller_portal,22,{'products_updated': 8}
E197598,2026-04-20 13:44:39,64000226,Sagar-Sarna,Churning Seller,Maximiser Pro,Bengaluru,support_ticket,seller_portal,67,"{'ticket_type': 'Technical', 'priority': 'Low'}"
E197599,2026-04-16 14:17:19,64000181,Sarin-Madan,Power Seller,Mini Dynamic Catalog (Monthly),Ludhiana,product_added,buyer_platform,35,{'products_added': 2}
E197600,2026-05-14 7:14:27,64000527,Dar-Kibe,Power Seller,Mini Dynamic Catalog (Annual),Ludhiana,login,buyer_platform,90,{'platform': 'App'}
E197601,2026-04-23 3:46:43,64000616,Baral and Sons,Premium Stable Seller,Mini Dynamic Catalog (Monthly),Jaipur,quotation_sent,buyer_platform,2,{'quotation_value': 242736}
E197602,2026-05-07 17:23:07,64000017,Kuruvilla Group,Power Seller,Trustseal Pro,Ludhiana,login,buyer_platform,95,{'platform': 'App'}
E197603,2026-04-18 20:11:34,64000451,Dhingra and Sons,Premium Stable Seller,IM Leader Pro,Chennai,lead_received,notification_engine,95,"{'intent_score': 64, 'category': 'Machinery', 'source': 'BizFeed'}"
E197604,2026-04-22 12:15:01,64000376,Kale-Kapur,Premium Stable Seller,Mini Dynamic Catalog (Annual),Chennai,response_sent,notification_engine,1,"{'response_time_mins': 46, 'platform': 'App'}"
E197605,2026-04-17 5:22:19,64000889,Bassi LLC,Premium Stable Seller,Mini Dynamic Catalog (Annual),Chennai,quotation_sent,crm_system,53,{'quotation_value': 38447}
E197606,2026-05-07 16:56:52,64000901,Vala-Magar,Lazy Seller,Mini Dynamic Catalog (Annual),Delhi,support_ticket,crm_system,39,"{'ticket_type': 'Lead Quality', 'priority': 'High'}"
E197607,2026-04-15 14:35:21,64000270,Chandra-Keer,Premium Stable Seller,Mini Dynamic Catalog (Annual),Surat,lead_received,seller_portal,31,"{'intent_score': 56, 'category': 'Machinery', 'source': 'BizFeed'}"
E197608,2026-05-08 10:40:03,64000459,"Sheth, Saran and Behl",Lazy Seller,Mini Dynamic Catalog (Annual),Ahmedabad,login,seller_portal,26,{'platform': 'Desktop'}
E197609,2026-05-11 5:58:21,64000498,Chahal-Gola,Premium Stable Seller,Free,Bengaluru,lead_consumed,notification_engine,33,{'platform': 'Mobile Site'}
E197610,2026-05-03 2:39:17,64000367,Bakshi and Sons,Lazy Seller,Mini Dynamic Catalog (Annual),Gurugram,renewal_warning,seller_portal,45,"{'risk_score': 97, 'reason': 'Lead Ignored'}"
E197611,2026-05-11 4:21:22,64000182,"Goda, Kara and Saha",Lazy Seller,Free,Noida,hot_lead_missed,buyer_platform,83,"{'intent_score': 97, 'penalty_score': 12}"
E197612,2026-04-29 12:26:49,64000646,Swamy Group,Lazy Seller,Free,Ludhiana,product_added,buyer_platform,58,{'products_added': 7}
E197613,2026-05-11 13:07:07,64000812,Talwar and Sons,Power Seller,IM IL,Jaipur,lead_received,crm_system,53,"{'intent_score': 80, 'category': 'Industrial', 'source': 'ASTBuy'}"
E197614,2026-04-16 16:48:11,64000619,Goel-Balakrishnan,Premium Stable Seller,Free,Jaipur,response_sent,notification_engine,7,"{'response_time_mins': 6, 'platform': 'Mobile Site'}"
E197615,2026-05-14 3:51:11,64000525,"Sharma, Gole and Choudhry",Premium Stable Seller,Trustseal Pro,Jaipur,response_sent,buyer_platform,42,"{'response_time_mins': 40, 'platform': 'App'}"
E197616,2026-04-23 13:54:19,64000949,"Chanda, Chaudhari and Dugar",Free Active Seller,Free,Chennai,lead_received,notification_engine,12,"{'intent_score': 58, 'category': 'Machinery', 'source': 'BizFeed'}"
E197617,2026-04-26 7:22:38,64000096,"Guha, Kaul and Mall",Premium Stable Seller,Trustseal Pro,Bengaluru,lead_consumed,buyer_platform,22,{'platform': 'Mobile Site'}
E197618,2026-04-22 6:37:23,64000867,"Bandi, Apte and Deol",Lazy Seller,IM Star Pro,Gurugram,lead_received,seller_portal,62,"{'intent_score': 60, 'category': 'Garments', 'source': 'ASTBuy'}"
E197619,2026-05-10 10:43:26,64000772,Krishnamurthy and Sons,Power Seller,Free,Chennai,quotation_sent,notification_engine,73,{'quotation_value': 243111}
E197620,2026-05-13 21:03:03,64000001,"Reddy, Lanka and Dara",Lazy Seller,IM Star Pro,Ahmedabad,login,buyer_platform,61,{'platform': 'Desktop'}
E197621,2026-05-07 10:52:55,64000929,"Datta, Garg and Dey",Lazy Seller,Mini Dynamic Catalog (Monthly),Chennai,support_ticket,notification_engine,1,"{'ticket_type': 'Lead Quality', 'priority': 'High'}"
E197622,2026-05-09 19:19:32,64000101,Jha-Walia,Premium Stable Seller,Maximiser Pro,Jaipur,lead_received,notification_engine,17,"{'intent_score': 65, 'category': 'Industrial', 'source': 'Direct'}"
E197623,2026-05-01 1:29:14,64000635,Sem and Sons,Free Active Seller,Free,Noida,lead_received,crm_system,51,"{'intent_score': 54, 'category': 'Chemicals', 'source': 'Direct'}"
E197624,2026-04-24 0:14:52,64000195,Kannan PLC,Free Active Seller,Free,Surat,lead_received,seller_portal,55,"{'intent_score': 93, 'category': 'Garments', 'source': 'Direct'}"
