seller_id,company_name,city,state,business_type,years_active,service_name,weekly_bl_allocation,revenue_band,persona_type,catalog_quality_score,total_products,active_categories,avg_weekly_leads,avg_weekly_lead_consumption,avg_response_rate,avg_response_time_mins,preferred_platform,seller_rating,engagement_score,seller_health_score,churn_risk,upsell_probability,last_active_days_ago,notification_open_rate,support_ticket_count,preferred_market,primary_category,secondary_categories
64000767,Bala-Vora,Chennai,Tamil Nadu,Private Limited,12,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,New Seller,73,435,63,28,7,53,30,App,4.13,54,56,Medium,58,14,13,3,Export,Leather,Organizer Bag|Passport Holder|Card Holder
64000768,Balasubramanian Ltd,Mumbai,Maharashtra,Partnership,12,Free,0,5Cr-20Cr,Free Active Seller,83,464,61,19,4,79,12,App,4.81,80,80,Medium,89,9,9,5,National,Machinery,Mixer Machine|Lathe Machine|Juice Machine
64000769,"Dara, Brahmbhatt and Jani",Mumbai,Maharashtra,LLP,6,IM IL,70,1.5Cr-5Cr,Power Seller,87,28,52,65,19,89,11,Desktop,3.24,85,88,Low,13,2,26,2,National,Agriculture,Seeds|Pesticides|Drip Irrigation
64000770,Sama Ltd,Bengaluru,Karnataka,Private Limited,4,Free,0,1.5Cr-5Cr,Churning Seller,69,269,9,16,3,61,80,Mobile Site,4.01,47,50,High,10,7,19,2,Regional,Leather,Card Holder|Passport Holder|Organizer Bag
64000771,"Khosla, Sarkar and Uppal",Bengaluru,Karnataka,LLP,13,IM IL,70,40L-1.5Cr,Churning Seller,65,179,56,83,15,30,64,Mobile Site,3.68,30,30,High,25,24,24,2,National,Garments,Kids Wear|Uniforms|T-Shirts
64000772,Krishnamurthy and Sons,Chennai,Tamil Nadu,LLP,2,Free,0,1.5Cr-5Cr,Power Seller,93,139,42,25,15,98,5,Mobile Site,4.55,86,92,Low,32,2,45,3,Regional,Furniture,Sofa|Wooden Table|Modular Desk
64000773,Koshy Ltd,Surat,Gujarat,Proprietorship,12,Maximiser Pro,21,10L-40L,Premium Stable Seller,85,281,14,54,4,93,12,Mobile Site,4.03,90,78,Low,25,2,39,4,Regional,Chemicals,Cleaning Chemical|Paint Chemical|Industrial Solvents
64000774,"Kapur, Bajwa and Virk",Noida,Uttar Pradesh,LLP,13,IM Star Pro,30,5Cr-20Cr,Churning Seller,72,134,2,46,11,39,71,Mobile Site,3.45,23,35,High,12,24,18,5,National,Machinery,Packaging Machine|Mixer Machine|Lathe Machine
64000775,Chada-Vig,Surat,Gujarat,Proprietorship,14,Maximiser Pro,21,5Cr-20Cr,New Seller,74,396,26,69,9,64,17,App,4.39,49,68,Medium,36,12,1,4,National,Electronics,HDMI Cable|CCTV Camera|Wireless CCTV
64000776,Barman Group,Ahmedabad,Gujarat,Proprietorship,5,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,Power Seller,95,340,50,40,2,87,7,Desktop,4.79,94,86,Low,24,3,30,4,Regional,Agriculture,Drip Irrigation|Fertilizers|Pesticides
64000777,"Gopal, Grewal and Mani",Chennai,Tamil Nadu,LLP,5,Trustseal Pro,14,5Cr-20Cr,Churning Seller,60,302,63,28,2,31,40,Mobile Site,3.24,23,47,High,15,15,28,5,National,Electronics,Adapters|Fiber Optic Cable|CCTV Camera
64000778,"Deshmukh, Khatri and Ahuja",Mumbai,Maharashtra,Private Limited,10,IM Star Pro,30,40L-1.5Cr,Power Seller,92,52,10,22,4,86,10,Mobile Site,3.6,81,86,Low,25,0,24,5,National,Agriculture,Pesticides|Fertilizers|Drip Irrigation
64000779,Trivedi-Varty,Gurugram,Haryana,LLP,6,Free,0,40L-1.5Cr,Power Seller,94,99,72,7,3,86,10,Desktop,4.5,93,94,Low,32,3,17,3,Regional,Electronics,CCTV Camera|HDMI Cable|Fiber Optic Cable
64000780,Ben-Saxena,Delhi,Delhi,Partnership,1,Maximiser Pro,21,5Cr-20Cr,New Seller,70,98,19,69,10,46,12,Mobile Site,4.34,47,69,Medium,42,15,2,8,National,Furniture,Office Chair|Modular Desk|Wooden Table
64000781,Balakrishnan Inc,Noida,Uttar Pradesh,Partnership,11,IM IL,70,1.5Cr-5Cr,New Seller,72,126,31,79,62,47,12,Mobile Site,3.34,46,63,Medium,36,5,24,8,Regional,Leather,Passport Holder|Wallet|Card Holder
64000782,"Madan, Kannan and Sangha",Jaipur,Rajasthan,Proprietorship,3,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,Premium Stable Seller,87,101,27,53,4,86,11,App,4.73,86,94,Low,27,2,26,1,Export,Packaging,Corrugated Box|Plastic Pouch|Labels
64000783,Venkatesh-Tata,Ludhiana,Punjab,LLP,1,IM IL,70,1.5Cr-5Cr,Lazy Seller,53,400,28,30,24,31,54,Mobile Site,4.35,11,27,High,8,23,38,4,National,Furniture,Wooden Table|Office Chair|Modular Desk
64000784,Swaminathan-Sankaran,Noida,Uttar Pradesh,Partnership,11,Maximiser Pro,21,40L-1.5Cr,New Seller,73,178,3,32,5,73,26,App,4.81,46,61,Medium,35,15,25,5,National,Agriculture,Fertilizers|Seeds|Drip Irrigation
64000785,Sachdeva Inc,Jaipur,Rajasthan,Proprietorship,15,Free,0,1.5Cr-5Cr,Lazy Seller,58,456,5,24,1,35,49,Desktop,3.72,29,18,High,5,5,25,2,Regional,Electronics,HDMI Cable|CCTV Camera|Wireless CCTV
64000786,"Gala, Kothari and Dave",Delhi,Delhi,Private Limited,4,Maximiser Pro,21,1.5Cr-5Cr,New Seller,68,354,4,43,1,68,33,Desktop,3.65,42,53,Medium,48,8,14,1,Export,Garments,Uniforms|Hoodies|T-Shirts
64000787,Bawa-Soni,Delhi,Delhi,LLP,3,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Power Seller,84,31,74,35,1,92,9,Desktop,3.88,98,90,Low,18,1,25,0,Regional,Packaging,Plastic Pouch|Shipping Box|Corrugated Box
64000788,Chakraborty Group,Noida,Uttar Pradesh,LLP,14,IM IL,70,5Cr-20Cr,Lazy Seller,51,414,37,95,36,20,113,Desktop,4.56,38,16,High,7,28,2,4,Regional,Furniture,Office Chair|Modular Desk|Sofa
64000789,Mannan-Dutt,Ahmedabad,Gujarat,LLP,13,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,Power Seller,95,65,78,28,7,100,5,App,4.32,81,91,Low,21,3,24,8,Export,Machinery,Mixer Machine|Packaging Machine|Lathe Machine
64000790,Krishnan-Chandra,Mumbai,Maharashtra,Private Limited,12,IM Leader Pro,40,5Cr-20Cr,New Seller,68,412,39,23,21,50,35,Mobile Site,4.12,51,59,Medium,46,29,24,6,Regional,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000791,Sant-Aggarwal,Chennai,Tamil Nadu,Private Limited,15,IM Leader Pro,40,40L-1.5Cr,Churning Seller,61,475,7,48,32,59,82,Mobile Site,3.78,54,47,High,10,25,41,2,Export,Garments,Uniforms|Kids Wear|Corporate Wear
64000792,Bhat and Sons,Mumbai,Maharashtra,Proprietorship,14,IM IL,70,10L-40L,New Seller,57,298,7,71,13,71,36,App,4.79,68,48,Medium,51,23,43,2,Export,Packaging,Shipping Box|Corrugated Box|Labels
64000793,"Bath, Chad and Swaminathan",Ahmedabad,Gujarat,Private Limited,8,IM Leader Pro,40,40L-1.5Cr,Power Seller,93,199,54,18,7,97,10,Mobile Site,4.72,92,89,Low,28,3,13,0,Export,Packaging,Labels|Shipping Box|Corrugated Box
64000794,Kurian-Dada,Gurugram,Haryana,LLP,3,IM Star Pro,30,40L-1.5Cr,Power Seller,89,32,4,8,4,97,6,Desktop,4.61,86,85,Low,16,0,44,1,Regional,Leather,Organizer Bag|Laptop Sleeve|Wallet
64000795,Sahni-Bath,Ludhiana,Punjab,LLP,2,IM Leader Pro,40,5Cr-20Cr,Lazy Seller,65,211,28,43,27,20,116,Mobile Site,4.25,19,25,High,17,24,3,7,Regional,Leather,Passport Holder|Wallet|Organizer Bag
64000796,Gole-Sibal,Noida,Uttar Pradesh,Private Limited,6,IM Star Pro,30,10L-40L,Power Seller,97,320,46,67,0,97,10,App,4.49,83,95,Low,32,3,6,7,National,Furniture,Modular Desk|Wooden Table|Sofa
64000797,Bhatt-Khosla,Bengaluru,Karnataka,Partnership,2,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Churning Seller,64,37,43,24,8,54,68,Desktop,4.24,35,39,High,20,29,7,0,Export,Garments,T-Shirts|Corporate Wear|Uniforms
64000798,Sarraf Group,Mumbai,Maharashtra,Partnership,15,Free,0,10L-40L,Premium Stable Seller,80,309,51,22,1,94,5,Mobile Site,4.08,89,86,Low,37,2,12,7,National,Leather,Card Holder|Wallet|Organizer Bag
64000799,"Loyal, Char and Sarna",Mumbai,Maharashtra,Partnership,5,IM Leader Pro,40,40L-1.5Cr,Premium Stable Seller,91,266,64,36,0,81,13,App,3.27,79,80,Low,21,3,12,3,National,Machinery,Packaging Machine|Juice Machine|Lathe Machine
64000800,Sawhney-Chacko,Chennai,Tamil Nadu,LLP,4,Free,0,5Cr-20Cr,New Seller,80,87,79,23,0,67,17,App,4.55,43,50,Medium,39,19,28,0,Export,Agriculture,Drip Irrigation|Fertilizers|Pesticides
64000801,Samra-Wagle,Bengaluru,Karnataka,Private Limited,11,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Premium Stable Seller,91,379,56,9,1,93,3,Mobile Site,3.81,83,91,Low,32,0,26,8,Regional,Packaging,Plastic Pouch|Corrugated Box|Shipping Box
64000802,"Venkataraman, Tara and Mann",Mumbai,Maharashtra,Partnership,1,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Churning Seller,68,211,73,21,7,41,50,Mobile Site,3.9,48,41,High,22,7,36,0,Regional,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000803,Rana PLC,Ahmedabad,Gujarat,Proprietorship,5,IM IL,70,10L-40L,Churning Seller,50,77,69,90,34,53,32,App,4.7,52,45,High,5,23,9,5,Regional,Furniture,Office Chair|Wooden Table|Sofa
64000804,Srivastava-Andra,Noida,Uttar Pradesh,Proprietorship,4,Free,0,40L-1.5Cr,New Seller,70,303,71,7,2,60,23,Mobile Site,3.45,43,50,Medium,47,26,5,7,Export,Machinery,Juice Machine|Packaging Machine|Lathe Machine
64000805,Agate-Jayaraman,Gurugram,Haryana,Proprietorship,4,IM IL,70,5Cr-20Cr,New Seller,75,50,57,10,5,56,24,Desktop,3.53,66,53,Medium,48,29,24,6,National,Machinery,Lathe Machine|Mixer Machine|Packaging Machine
64000806,Dani Inc,Chennai,Tamil Nadu,Proprietorship,12,Free,0,10L-40L,Churning Seller,69,286,38,20,2,62,77,App,3.31,30,27,High,24,18,6,2,Export,Machinery,Mixer Machine|Juice Machine|Packaging Machine
64000807,Rattan-Wable,Delhi,Delhi,Private Limited,5,IM Star Pro,30,5Cr-20Cr,Lazy Seller,69,490,41,65,16,41,78,Mobile Site,4.2,36,32,High,15,20,36,2,National,Leather,Wallet|Organizer Bag|Card Holder
64000808,Kibe-Krishnamurthy,Surat,Gujarat,Partnership,12,IM Leader Pro,40,1.5Cr-5Cr,Lazy Seller,44,467,38,81,32,36,120,App,4.74,18,44,High,13,12,37,3,National,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000809,"Lad, Dara and Randhawa",Ludhiana,Punjab,Proprietorship,14,Free,0,1.5Cr-5Cr,Free Active Seller,86,237,26,24,4,86,11,Desktop,4.37,78,76,Medium,94,30,24,8,Export,Leather,Laptop Sleeve|Wallet|Card Holder
64000810,Dora-Ghosh,Surat,Gujarat,Proprietorship,13,Trustseal Pro,14,5Cr-20Cr,Lazy Seller,47,113,65,28,3,38,71,Mobile Site,3.66,16,34,High,15,17,37,7,Export,Furniture,Wooden Table|Modular Desk|Office Chair
64000811,"Sarkar, Andra and Sarkar",Surat,Gujarat,Proprietorship,5,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Premium Stable Seller,86,54,26,56,4,81,9,Mobile Site,4.19,92,90,Low,15,3,18,8,Export,Electronics,CCTV Camera|HDMI Cable|Fiber Optic Cable
64000812,Talwar and Sons,Jaipur,Rajasthan,Proprietorship,5,IM IL,70,10L-40L,Power Seller,97,81,19,28,3,88,9,Desktop,4.64,93,94,Low,20,2,18,1,Export,Machinery,Packaging Machine|Lathe Machine|Juice Machine
64000813,Madan-Dash,Bengaluru,Karnataka,Private Limited,3,IM IL,70,5Cr-20Cr,Power Seller,88,77,45,84,35,86,12,Desktop,3.59,98,83,Low,10,2,40,4,Export,Garments,Corporate Wear|Uniforms|T-Shirts
64000814,Lad-Kakar,Surat,Gujarat,Proprietorship,3,IM Leader Pro,40,10L-40L,Power Seller,89,66,75,83,17,90,8,Desktop,3.62,86,82,Low,15,3,27,3,Regional,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000815,Mandal PLC,Noida,Uttar Pradesh,Proprietorship,15,Maximiser Pro,21,40L-1.5Cr,Churning Seller,58,242,76,54,14,36,25,Desktop,4.64,35,41,High,14,11,27,7,National,Garments,T-Shirts|Uniforms|Corporate Wear
64000816,"Raval, Buch and Kant",Mumbai,Maharashtra,LLP,14,IM IL,70,1.5Cr-5Cr,Premium Stable Seller,78,271,57,106,67,95,15,Desktop,4.05,83,84,Low,36,2,40,6,National,Leather,Passport Holder|Organizer Bag|Laptop Sleeve
64000817,Keer-Edwin,Chennai,Tamil Nadu,Proprietorship,6,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Churning Seller,69,180,47,30,4,54,46,Desktop,3.85,45,26,High,11,12,31,0,Export,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000818,Barad Group,Chennai,Tamil Nadu,Proprietorship,11,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,New Seller,69,204,50,6,3,67,11,App,3.35,52,63,Medium,46,18,17,5,Regional,Chemicals,Cleaning Chemical|Paint Chemical|Industrial Solvents
64000819,Chandran-Goyal,Ludhiana,Punjab,Private Limited,15,Free,0,5Cr-20Cr,Free Active Seller,85,284,78,21,6,70,7,App,3.28,77,86,Medium,95,6,15,1,Export,Leather,Card Holder|Laptop Sleeve|Organizer Bag
64000820,Virk-Chaudhry,Mumbai,Maharashtra,Partnership,10,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,New Seller,63,96,39,14,6,47,43,Desktop,3.9,69,53,Medium,49,13,11,8,Regional,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000821,Dewan LLC,Ahmedabad,Gujarat,Partnership,10,Trustseal Pro,14,10L-40L,Power Seller,91,433,27,43,11,100,8,Desktop,3.66,85,89,Low,10,0,12,8,Regional,Leather,Card Holder|Organizer Bag|Laptop Sleeve
64000822,Saran and Sons,Noida,Uttar Pradesh,Private Limited,12,Trustseal Pro,14,10L-40L,Churning Seller,67,412,36,37,13,41,56,App,3.43,20,30,High,10,5,4,7,Regional,Furniture,Wooden Table|Office Chair|Sofa
64000823,"Krishna, Datta and Contractor",Mumbai,Maharashtra,Proprietorship,14,IM Leader Pro,40,10L-40L,Premium Stable Seller,86,76,33,25,20,92,6,App,3.43,89,83,Low,37,0,19,7,Export,Packaging,Corrugated Box|Shipping Box|Labels
64000824,"Thaker, Kuruvilla and Dash",Noida,Uttar Pradesh,LLP,9,IM IL,70,5Cr-20Cr,Premium Stable Seller,94,330,75,96,51,92,13,Desktop,4.06,91,89,Low,40,2,32,2,Regional,Machinery,Packaging Machine|Juice Machine|Mixer Machine
64000825,Srinivas LLC,Ahmedabad,Gujarat,Partnership,10,Free,0,40L-1.5Cr,Free Active Seller,79,173,49,5,2,68,14,Desktop,3.57,83,80,Medium,87,20,41,2,National,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000826,Rout-Shenoy,Chennai,Tamil Nadu,Proprietorship,11,Free,0,5Cr-20Cr,Free Active Seller,82,149,64,17,14,72,7,App,4.7,70,75,Medium,89,27,30,2,National,Chemicals,Cleaning Chemical|Industrial Solvents|Paint Chemical
64000827,"Chacko, Sant and Chad",Delhi,Delhi,Proprietorship,3,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,New Seller,64,217,57,9,9,56,13,Mobile Site,4.14,51,59,Medium,64,14,3,7,Regional,Chemicals,Cleaning Chemical|Industrial Solvents|Paint Chemical
64000828,Sankar-Chanda,Surat,Gujarat,Private Limited,4,Free,0,40L-1.5Cr,Free Active Seller,86,384,73,13,0,70,5,Mobile Site,4.09,73,72,Medium,98,5,2,7,National,Machinery,Juice Machine|Lathe Machine|Packaging Machine
64000829,"Khalsa, Wali and Dasgupta",Surat,Gujarat,LLP,6,IM Leader Pro,40,10L-40L,Premium Stable Seller,87,472,58,67,27,89,3,Desktop,4.79,91,96,Low,18,0,25,5,Export,Chemicals,Cleaning Chemical|Industrial Solvents|Paint Chemical
64000830,Gandhi-Butala,Noida,Uttar Pradesh,Private Limited,3,Maximiser Pro,21,5Cr-20Cr,Churning Seller,52,42,40,6,1,54,60,Mobile Site,3.53,45,27,High,6,11,10,6,Export,Garments,Kids Wear|Hoodies|Corporate Wear
64000831,"Malhotra, Seth and Varty",Chennai,Tamil Nadu,Private Limited,15,Mini Dynamic Catalog (Monthly),7,5Cr-20Cr,Churning Seller,52,422,10,19,7,40,29,Desktop,3.34,36,43,High,20,10,30,5,Export,Packaging,Labels|Shipping Box|Plastic Pouch
64000832,Sama LLC,Surat,Gujarat,LLP,5,IM Leader Pro,40,5Cr-20Cr,Premium Stable Seller,88,162,78,36,14,94,5,App,3.66,93,94,Low,36,0,33,4,National,Packaging,Plastic Pouch|Shipping Box|Labels
64000833,"Gour, Sarin and Mandal",Jaipur,Rajasthan,Partnership,10,Free,0,10L-40L,Free Active Seller,78,452,30,12,7,68,18,Mobile Site,4.12,74,85,Medium,82,9,24,6,Export,Electronics,Wireless CCTV|HDMI Cable|CCTV Camera
64000834,Chaudhary-Kaul,Jaipur,Rajasthan,LLP,10,Free,0,5Cr-20Cr,Free Active Seller,79,495,10,15,1,67,8,App,3.46,75,87,Medium,90,18,31,0,National,Agriculture,Seeds|Drip Irrigation|Fertilizers
64000835,"Sheth, Varughese and Mangal",Surat,Gujarat,Partnership,5,Free,0,40L-1.5Cr,Churning Seller,78,454,32,14,3,61,75,App,3.47,33,32,High,18,24,21,6,Regional,Garments,Corporate Wear|Hoodies|T-Shirts
64000836,Khurana LLC,Gurugram,Haryana,Partnership,2,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,New Seller,59,498,21,8,0,62,37,Desktop,3.43,55,73,Medium,37,20,24,5,Export,Electronics,Fiber Optic Cable|HDMI Cable|Wireless CCTV
64000837,Dhawan-Gour,Chennai,Tamil Nadu,Partnership,1,IM Star Pro,30,10L-40L,Churning Seller,60,20,26,26,12,36,29,App,4.21,25,21,High,24,20,40,8,Regional,Leather,Passport Holder|Laptop Sleeve|Wallet
64000838,"Ganguly, Ganguly and Chaudhry",Chennai,Tamil Nadu,Private Limited,3,Free,0,1.5Cr-5Cr,Power Seller,90,330,30,14,0,90,12,Mobile Site,3.48,96,85,Low,25,3,31,7,National,Agriculture,Seeds|Fertilizers|Drip Irrigation
64000839,Thakkar-Savant,Bengaluru,Karnataka,Private Limited,5,IM IL,70,40L-1.5Cr,New Seller,68,361,43,31,15,70,25,Mobile Site,3.46,65,72,Medium,44,19,6,0,Export,Packaging,Labels|Corrugated Box|Plastic Pouch
64000840,Mangal-Chaudry,Gurugram,Haryana,Proprietorship,2,Trustseal Pro,14,5Cr-20Cr,Lazy Seller,49,316,32,50,7,24,76,Desktop,4.78,34,25,High,15,18,43,8,Export,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000841,"Chopra, Ranganathan and Chacko",Chennai,Tamil Nadu,Private Limited,15,Maximiser Pro,21,1.5Cr-5Cr,New Seller,70,118,46,13,0,65,12,App,3.52,51,50,Medium,47,6,32,7,Export,Furniture,Sofa|Wooden Table|Office Chair
64000842,Kuruvilla-Gara,Jaipur,Rajasthan,Private Limited,8,IM Leader Pro,40,40L-1.5Cr,Churning Seller,73,148,55,16,15,57,65,Desktop,4.7,31,20,High,10,15,16,8,Export,Electronics,CCTV Camera|Wireless CCTV|Fiber Optic Cable
64000843,"Ratti, Kibe and Sarraf",Noida,Uttar Pradesh,Private Limited,15,Trustseal Pro,14,10L-40L,Churning Seller,63,429,80,28,5,32,26,App,4.51,43,42,High,15,5,33,3,Regional,Agriculture,Fertilizers|Seeds|Drip Irrigation
64000844,Wason and Sons,Mumbai,Maharashtra,Private Limited,11,IM Star Pro,30,10L-40L,New Seller,71,333,27,60,24,57,43,App,4.84,58,64,Medium,64,28,38,8,National,Garments,Kids Wear|T-Shirts|Uniforms
64000845,Kuruvilla Inc,Bengaluru,Karnataka,LLP,1,Free,0,40L-1.5Cr,Free Active Seller,80,262,55,19,7,65,11,App,3.65,88,88,Medium,77,15,42,0,Regional,Agriculture,Fertilizers|Seeds|Pesticides
64000846,Chander and Sons,Chennai,Tamil Nadu,Private Limited,7,Free,0,10L-40L,Free Active Seller,70,142,52,5,3,81,8,App,4.11,71,75,Medium,89,6,35,6,Regional,Machinery,Juice Machine|Lathe Machine|Mixer Machine
64000847,Desai-Wagle,Bengaluru,Karnataka,Private Limited,13,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,Premium Stable Seller,93,419,16,20,6,96,6,Mobile Site,4.32,92,95,Low,24,2,1,6,Regional,Electronics,Wireless CCTV|CCTV Camera|HDMI Cable
64000848,Saraf Ltd,Surat,Gujarat,Proprietorship,8,Mini Dynamic Catalog (Annual),10,10L-40L,Power Seller,86,102,56,18,2,93,4,App,3.73,89,90,Low,23,2,35,8,Export,Packaging,Shipping Box|Labels|Plastic Pouch
64000849,Raman Ltd,Gurugram,Haryana,Partnership,3,Mini Dynamic Catalog (Monthly),7,5Cr-20Cr,Power Seller,89,251,45,12,7,87,6,Mobile Site,4.24,85,85,Low,34,0,6,5,Regional,Electronics,Adapters|Wireless CCTV|CCTV Camera
64000850,"Tata, Sidhu and Bal",Surat,Gujarat,Proprietorship,7,IM Star Pro,30,40L-1.5Cr,Churning Seller,73,195,22,71,26,31,36,App,4.88,24,25,High,9,27,41,5,Regional,Chemicals,Cleaning Chemical|Paint Chemical|Industrial Solvents
64000851,Sinha and Sons,Surat,Gujarat,LLP,13,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Lazy Seller,72,416,77,52,1,45,67,Mobile Site,4.79,15,21,High,20,28,32,8,National,Agriculture,Seeds|Fertilizers|Pesticides
64000852,Singh and Sons,Jaipur,Rajasthan,Private Limited,11,Free,0,1.5Cr-5Cr,Free Active Seller,76,312,47,5,5,66,5,App,4.47,84,74,Medium,75,16,1,5,National,Agriculture,Pesticides|Seeds|Fertilizers
64000853,"Solanki, Setty and Chanda",Gurugram,Haryana,Proprietorship,14,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Power Seller,86,339,6,55,10,100,9,App,4.11,97,92,Low,13,2,28,4,Regional,Garments,Uniforms|T-Shirts|Kids Wear
64000854,Wadhwa and Sons,Gurugram,Haryana,Partnership,5,Trustseal Pro,14,10L-40L,New Seller,77,455,54,9,8,53,34,App,3.72,44,53,Medium,45,16,20,6,Regional,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000855,Tara Ltd,Delhi,Delhi,Private Limited,6,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Churning Seller,77,155,44,25,1,38,37,Mobile Site,4.56,43,23,High,8,10,15,0,National,Garments,Kids Wear|Hoodies|Corporate Wear
64000856,Sani-Raj,Ludhiana,Punjab,Partnership,13,IM Star Pro,30,10L-40L,New Seller,72,405,7,44,29,66,29,Mobile Site,3.77,43,73,Medium,47,18,4,2,Regional,Agriculture,Fertilizers|Drip Irrigation|Pesticides
64000857,"Wali, Jaggi and Sarkar",Gurugram,Haryana,Partnership,2,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,Lazy Seller,70,101,77,40,3,43,91,Desktop,3.51,27,18,High,13,7,37,1,Export,Electronics,Wireless CCTV|CCTV Camera|Fiber Optic Cable
64000858,Kari Group,Delhi,Delhi,LLP,4,Trustseal Pro,14,40L-1.5Cr,New Seller,60,368,68,61,4,68,42,App,4.13,47,58,Medium,35,23,4,6,Regional,Leather,Passport Holder|Card Holder|Laptop Sleeve
64000859,Rege-Loyal,Chennai,Tamil Nadu,LLP,4,IM Star Pro,30,5Cr-20Cr,Premium Stable Seller,89,167,36,36,19,82,9,App,4.3,93,91,Low,33,0,32,0,Regional,Leather,Wallet|Laptop Sleeve|Passport Holder
64000860,Sachdeva-Kaul,Jaipur,Rajasthan,Proprietorship,12,Free,0,40L-1.5Cr,Free Active Seller,74,363,33,9,0,83,7,Mobile Site,3.28,90,86,Medium,78,12,5,6,Regional,Garments,Kids Wear|T-Shirts|Corporate Wear
64000861,Gulati-Raju,Ahmedabad,Gujarat,Private Limited,2,Mini Dynamic Catalog (Monthly),7,10L-40L,Premium Stable Seller,84,194,28,33,2,81,14,App,3.75,75,91,Low,18,1,27,6,Export,Packaging,Labels|Plastic Pouch|Corrugated Box
64000862,"Suresh, Chakraborty and Kapadia",Bengaluru,Karnataka,Private Limited,8,Maximiser Pro,21,5Cr-20Cr,New Seller,75,465,33,67,15,49,23,Desktop,3.63,52,56,Medium,41,13,28,7,Regional,Furniture,Sofa|Modular Desk|Office Chair
64000863,Tripathi Ltd,Delhi,Delhi,Partnership,12,IM Star Pro,30,10L-40L,Lazy Seller,53,165,37,27,13,46,54,App,4.54,38,24,High,9,29,34,1,Export,Electronics,Wireless CCTV|Adapters|Fiber Optic Cable
64000864,Sama-Garde,Noida,Uttar Pradesh,Private Limited,5,Maximiser Pro,21,5Cr-20Cr,New Seller,69,219,36,25,15,51,27,Desktop,3.23,66,60,Medium,65,12,16,7,National,Chemicals,Cleaning Chemical|Paint Chemical|Industrial Solvents
64000865,Bhardwaj Group,Ahmedabad,Gujarat,Proprietorship,2,Free,0,10L-40L,Free Active Seller,81,461,68,14,11,81,9,Desktop,4.16,92,71,Medium,83,17,7,3,National,Packaging,Corrugated Box|Labels|Shipping Box
64000866,Bala-Raja,Ludhiana,Punjab,Proprietorship,13,Trustseal Pro,14,5Cr-20Cr,New Seller,75,30,43,54,11,60,43,Mobile Site,3.78,40,49,Medium,65,29,31,3,Regional,Leather,Laptop Sleeve|Passport Holder|Card Holder
64000867,"Bandi, Apte and Deol",Gurugram,Haryana,Private Limited,12,IM Star Pro,30,40L-1.5Cr,Lazy Seller,57,69,50,65,19,32,120,App,3.28,22,36,High,16,11,22,5,National,Electronics,Fiber Optic Cable|Adapters|HDMI Cable
64000868,Bhavsar Inc,Ahmedabad,Gujarat,Private Limited,8,IM IL,70,5Cr-20Cr,Churning Seller,67,138,54,115,5,31,34,App,4.11,26,38,High,9,11,5,1,Export,Furniture,Modular Desk|Sofa|Wooden Table
64000869,Sarna Group,Bengaluru,Karnataka,LLP,12,Maximiser Pro,21,5Cr-20Cr,Churning Seller,73,151,3,57,3,43,52,Desktop,3.36,43,23,High,6,13,16,1,Regional,Agriculture,Seeds|Drip Irrigation|Fertilizers
64000870,Lal-Vala,Ludhiana,Punjab,Proprietorship,1,IM Star Pro,30,40L-1.5Cr,Lazy Seller,50,474,44,17,2,20,102,Mobile Site,3.67,36,21,High,18,21,28,5,National,Packaging,Labels|Plastic Pouch|Shipping Box
64000871,Chaudry-Dey,Noida,Uttar Pradesh,Proprietorship,1,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,New Seller,75,108,22,19,0,63,11,Desktop,4.61,61,53,Medium,41,28,13,2,National,Garments,Kids Wear|Corporate Wear|Hoodies
